,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
52,SV,2024-06-10,82.6,-2.07,5.69,"Berríos, José",642715,621244,,called_strike,,,,,5,Willy Adames homers (10) on a fly ball to left center field.,R,R,R,MIL,TOR,S,,,0,0,2024,1.23,-0.62,0.11,2.32,,,,1,4,Bot,,,,,672386,,,2.548007419130485,-120.25154165541306,0.0926183912948601,11.366051667891671,25.007121610798897,-38.42367439582159,3.49,1.7,,,,82.1,2242,6.1,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.39,,,,,,,,27,1,Slurve,1,1,1,1,1,1,1,1,Standard,Standard,37,0.0,-0.024,,
53,SI,2024-06-10,93.7,-1.62,5.66,"Berríos, José",592885,621244,field_out,hit_into_play,,,,,9,"Christian Yelich grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,X,5.0,ground_ball,0,2,2024,-1.32,0.99,0.37,1.95,,,,0,4,Bot,105.27,156.69,,,672386,,,8.08210533385121,-136.13453886450824,-6.053063862388571,-18.184191237612843,29.1759695259029,-18.744710233988293,3.3,1.67,11.0,97.7,-9.0,94.0,2056,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.98,0.26,0.277,0.0,1.0,0.0,0.0,2.0,26,3,Sinker,1,1,1,1,1,1,1,1,Infield shade,Standard,221,-0.027,-0.149,67.00999,6.35745
54,FF,2024-06-10,93.0,-1.73,5.72,"Berríos, José",592885,621244,,foul,,,,,3,"Christian Yelich grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,S,,,0,1,2024,-0.61,1.38,0.64,3.34,,,,0,4,Bot,,,,,672386,,,7.442098964498198,-135.234353558512,-3.329293196036066,-9.16882956927222,30.46827457887474,-14.774554702932658,3.3,1.67,181.0,67.3,24.0,93.0,2249,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.07,,,,,,,,26,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,215,0.0,-0.048,56.44443,5.5708
55,FF,2024-06-10,91.5,-2.01,5.54,"Berríos, José",592885,621244,,called_strike,,,,,5,"Christian Yelich grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,S,,,0,0,2024,-0.78,1.12,-0.17,2.84,,,,0,4,Bot,,,,,672386,,,6.319496222782753,-133.1214135615112,-3.354493939376473,-10.591181391210633,29.117154346123503,-18.39288335831424,3.47,1.81,,,,91.8,2123,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.99,,,,,,,,26,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,229,0.0,-0.032,,
56,CH,2024-06-10,81.5,-2.06,5.45,"Berríos, José",661388,621244,strikeout,swinging_strike,,,,,14,William Contreras strikes out swinging.,R,R,R,MIL,TOR,S,2.0,,2,2,2024,-1.33,0.19,0.29,1.3,,,,2,3,Bot,,,,,672386,,,7.843028229772951,-118.51761901686112,-3.1084927035301915,-13.995600399162944,21.857334501290705,-30.036287469299623,3.51,1.67,,,,81.8,1586,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.07,,0.0,0.0,1.0,0.0,0.0,,22,7,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,264,-0.012,-0.086,75.53863,8.33195
57,SI,2024-06-10,93.5,-1.79,5.69,"Berríos, José",661388,621244,,foul,,,,,8,William Contreras strikes out swinging.,R,R,R,MIL,TOR,S,,,2,2,2024,-1.26,1.09,-0.21,2.18,,,,2,3,Bot,,,,,672386,,,6.8656908784572845,-135.88357981304867,-5.716073806099857,-17.127417872531346,29.88501759570793,-17.55856054772401,3.51,1.67,139.0,81.6,74.0,93.6,2015,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.06,,,,,,,,22,6,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,228,0.0,0.0,77.47496,7.77262
58,CH,2024-06-10,85.2,-2.08,5.52,"Berríos, José",661388,621244,,foul,,,,,14,William Contreras strikes out swinging.,R,R,R,MIL,TOR,S,,,2,2,2024,-1.13,0.73,0.09,1.47,,,,2,3,Bot,,,,,672386,,,7.415783194409496,-123.76028698713978,-4.6895899103175696,-13.143474214558386,24.74640785705244,-23.86393821767451,3.51,1.67,1.0,63.7,-54.0,85.6,1600,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.88,,,,,,,,22,5,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,256,0.0,0.0,75.99641,7.61215
59,CH,2024-06-10,85.6,-1.9,5.52,"Berríos, José",661388,621244,,swinging_strike,,,,,14,William Contreras strikes out swinging.,R,R,R,MIL,TOR,S,,,2,1,2024,-1.04,0.4,0.02,1.34,,,,2,3,Bot,,,,,672386,,,6.653976560763224,-124.47453019625438,-4.385907488400754,-12.110599103562029,25.22859913942312,-27.363400960655056,3.51,1.67,,,,85.9,1477,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.93,,,,,,,,22,4,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,258,0.0,-0.033,77.85693,7.70501
60,SV,2024-06-10,83.2,-2.15,5.56,"Berríos, José",661388,621244,,called_strike,,,,,14,William Contreras strikes out swinging.,R,R,R,MIL,TOR,S,,,2,0,2024,1.27,-0.52,0.61,1.41,,,,2,3,Bot,,,,,672386,,,3.831868057160631,-121.05225370088333,-2.004959026803508,11.60557538837152,25.410083347252197,-37.02689073674448,3.69,1.63,,,,83.1,2327,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.13,,,,,,,,22,3,Slurve,1,1,1,1,1,1,1,1,Standard,Standard,44,0.0,-0.023,,
61,SV,2024-06-10,83.4,-1.97,5.64,"Berríos, José",661388,621244,,ball,,,,,14,William Contreras strikes out swinging.,R,R,R,MIL,TOR,B,,,1,0,2024,1.0,-0.67,1.51,0.33,,,,2,3,Bot,,,,,672386,,,6.041038942715106,-121.21622540671416,-4.364503436640425,8.424274434891656,26.63395835047799,-37.99384125181868,3.53,1.66,,,,82.8,2386,6.2,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.26,,,,,,,,22,2,Slurve,1,1,1,1,1,1,1,1,Standard,Standard,38,0.0,0.026,,
62,SI,2024-06-10,93.0,-1.85,5.66,"Berríos, José",661388,621244,,ball,,,,,14,William Contreras strikes out swinging.,R,R,R,MIL,TOR,B,,,0,0,2024,-1.28,0.96,1.79,1.49,,,,2,3,Bot,,,,,672386,,,12.130111896539493,-134.83710604819447,-7.0100071092116565,-18.252171706083576,28.73509611550657,-18.997993629281886,3.57,1.66,,,,93.1,2067,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.0,,,,,,,,22,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,224,0.0,0.016,,
63,CH,2024-06-10,84.9,-2.02,5.47,"Berríos, José",668930,621244,field_out,hit_into_play,,,,,13,"Brice Turang grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,X,5.0,ground_ball,1,2,2024,-1.3,0.37,-1.15,2.14,,,,1,3,Bot,112.7,148.65,,,672386,,,4.652837214060537,-123.60623071585786,-2.2215679082075104,-14.279932388685468,24.95014901932425,-28.10457709975469,3.23,1.47,73.0,82.7,3.0,85.3,1484,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.97,0.306,0.333,0.0,1.0,0.0,0.0,2.0,21,5,Changeup,1,1,1,1,1,1,1,1,Infield shade,Standard,258,-0.017,-0.115,62.67468,6.21231
64,SV,2024-06-10,83.6,-2.03,5.53,"Berríos, José",668930,621244,,ball,,,,,14,"Brice Turang grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,B,,,0,2,2024,1.41,-0.21,1.05,-0.02,,,,1,3,Bot,,,,,672386,,,4.325998141799425,-121.65197896017284,-5.970377270396461,13.147360089881522,23.93181431217822,-33.3179467421624,3.44,1.52,,,,83.7,2382,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.12,,,,,,,,21,4,Slurve,1,1,1,1,1,1,1,1,Infield shade,Standard,34,0.0,0.013,,
65,FF,2024-06-10,93.2,-2.17,5.63,"Berríos, José",668930,621244,,foul,,,,,11,"Brice Turang grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,S,,,0,2,2024,-0.99,0.99,-1.47,3.41,,,,1,3,Bot,,,,,672386,,,3.995842982388536,-135.7163439093075,-2.132710575948306,-13.103370426586158,30.44062444919697,-19.64097532186575,3.23,1.47,221.0,70.0,33.0,93.3,2219,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.15,,,,,,,,21,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,223,0.0,0.0,62.69235,6.07024
66,CH,2024-06-10,85.6,-2.03,5.54,"Berríos, José",668930,621244,,swinging_strike,,,,,13,"Brice Turang grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,S,,,0,1,2024,-1.15,0.59,-0.34,1.2,,,,1,3,Bot,,,,,672386,,,6.307222075469444,-124.41334922071653,-5.11036977433107,-13.19189391342718,26.34412275220892,-25.164154254283744,3.23,1.47,,,,85.6,1476,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.02,,,,,,,,21,2,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,252,0.0,-0.036,66.36789,7.02818
67,SI,2024-06-10,92.7,-1.96,5.69,"Berríos, José",668930,621244,,foul,,,,,11,"Brice Turang grounds out, third baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,S,,,0,0,2024,-1.26,1.14,-0.44,3.49,,,,1,3,Bot,,,,,672386,,,6.636199174389409,-134.81551384959923,-2.328066646487385,-16.82007170192887,28.77144833032801,-18.001123962001895,3.23,1.47,216.0,79.1,55.0,92.9,2078,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.09,,,,,,,,21,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,226,0.0,-0.024,60.05401,5.44362
68,SV,2024-06-10,83.6,-2.04,5.62,"Berríos, José",694192,621244,home_run,hit_into_play,,,,,8,Jackson Chourio homers (7) on a line drive to left center field.,R,R,R,MIL,TOR,X,,line_drive,2,2,2024,1.4,-0.52,0.21,1.96,,,,1,3,Bot,71.57,55.27,,,672386,,,2.4305616657963727,-121.6925510000207,-0.95285530418612,13.343069700405216,24.775796060951635,-37.36374152110589,3.34,1.56,388.0,100.9,20.0,83.5,2401,6.3,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.24,0.477,0.627,2.0,1.0,0.0,3.0,5.0,20,6,Slurve,0,1,0,1,1,1,1,1,Standard,Standard,39,0.126,1.021,73.02608,7.54674
69,SV,2024-06-10,84.1,-1.96,5.57,"Berríos, José",694192,621244,,ball,,,,,14,Jackson Chourio homers (7) on a line drive to left center field.,R,R,R,MIL,TOR,B,,,1,2,2024,1.24,-0.51,2.09,0.83,,,641343.0,0,3,Bot,,,,,672386,,,6.9341093722776215,-122.31624779895854,-3.540030354789803,10.883941686954472,26.115303788894863,-36.72466496497464,3.36,1.55,,,,84.0,2344,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.06,,,,,,,,20,5,Slurve,0,1,0,1,1,0,0,1,Standard,Standard,42,0.0,0.073,,
70,SV,2024-06-10,82.4,-1.99,5.48,"Berríos, José",694192,621244,,foul,,,,,14,Jackson Chourio homers (7) on a line drive to left center field.,R,R,R,MIL,TOR,S,,,1,2,2024,1.24,-0.71,0.34,1.06,,,641343.0,0,3,Bot,,,,,672386,,,2.8923489626129197,-120.04121769326768,-2.1276959238255357,11.401673894758575,24.219630205892454,-38.7730181785792,3.34,1.56,1.0,77.0,-44.0,82.6,2284,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.07,,,,,,,,20,4,Slurve,0,1,0,1,1,0,0,1,Standard,Standard,33,0.0,0.0,72.37135,7.81677
71,SI,2024-06-10,93.9,-1.79,5.72,"Berríos, José",694192,621244,,foul,,,,,1,Jackson Chourio homers (7) on a line drive to left center field.,R,R,R,MIL,TOR,S,,,1,1,2024,-1.12,0.98,-0.5,3.01,,,641343.0,0,3,Bot,,,,,672386,,,5.831663854382876,-136.6047929123316,-3.4497276411073474,-15.338986778687868,30.548154131432867,-19.291320692827828,3.34,1.56,2.0,70.2,-64.0,93.9,2106,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.13,,,,,,,,20,3,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,225,0.0,-0.074,76.83367,7.11069
72,SI,2024-06-10,92.2,-2.04,5.73,"Berríos, José",694192,621244,,ball,,,,,11,Jackson Chourio homers (7) on a line drive to left center field.,R,R,R,MIL,TOR,B,,,0,1,2024,-1.23,0.88,-1.75,3.41,,,641343.0,0,3,Bot,,,,,672386,,,3.4205608907680447,-134.28426822594082,-2.0032006786171435,-15.635747901481524,29.43656564329993,-21.33070334991792,3.38,1.57,,,,92.6,1991,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.02,,,,,,,,20,2,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,226,0.0,0.052,,
73,SV,2024-06-10,83.6,-2.06,5.66,"Berríos, José",694192,621244,,called_strike,,,,,14,Jackson Chourio homers (7) on a line drive to left center field.,R,R,R,MIL,TOR,S,,,0,0,2024,0.79,-0.45,0.84,1.76,,,641343.0,0,3,Bot,,,,,672386,,,5.124750470056363,-121.60762125017182,-1.567354147645029,6.5435442406806965,27.523117230367006,-36.44796870788967,3.38,1.35,,,,82.9,2465,6.2,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.31,,,,,,,,20,1,Slurve,0,1,0,1,1,0,0,1,Standard,Standard,37,0.0,-0.063,,
74,FF,2024-06-10,92.8,-2.01,5.52,"Berríos, José",641343,621244,single,hit_into_play,,,,,2,Jake Bauers singles on a line drive to center fielder Daulton Varsho.,R,L,R,MIL,TOR,X,8.0,line_drive,0,2,2024,-0.91,1.03,-0.27,3.08,,,,0,3,Bot,135.51,98.04,,,672386,,,6.449643899273778,-135.06898109593504,-2.7274233748250403,-12.60234053838064,29.565867182857883,-19.177903817825616,3.4,1.57,186.0,94.4,11.0,93.1,2129,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.04,0.794,0.765,0.9,1.0,1.0,0.0,4.0,19,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,228,0.044,0.486,72.25175,6.62644
75,FF,2024-06-10,92.9,-1.96,5.61,"Berríos, José",641343,621244,,foul,,,,,5,Jake Bauers singles on a line drive to center fielder Daulton Varsho.,R,L,R,MIL,TOR,S,,,0,1,2024,-0.92,1.26,-0.05,2.29,,,,0,3,Bot,,,,,672386,,,6.933028782994825,-135.0846112644093,-5.44918879069226,-12.78195419269814,30.728116733726708,-15.730407096856762,3.4,1.57,183.0,70.5,36.0,92.9,2162,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.07,,,,,,,,19,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,225,0.0,-0.048,73.19738,7.10533
76,FF,2024-06-10,93.7,-1.99,5.66,"Berríos, José",641343,621244,,swinging_strike,,,,,4,Jake Bauers singles on a line drive to center fielder Daulton Varsho.,R,L,R,MIL,TOR,S,,,0,0,2024,-0.78,1.41,-0.43,2.67,,,,0,3,Bot,,,,,672386,,,5.78807327840314,-136.32617323727908,-5.094361924209335,-11.074079515602724,31.61501397179208,-13.642693316510394,3.4,1.57,,,,93.8,2117,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.04,,,,,,,,19,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,228,0.0,-0.032,74.67308,7.00657
77,SI,2024-06-10,93.8,-2.03,5.66,"Berríos, José",687401,621244,field_out,hit_into_play,,,,,4,"Joey Ortiz grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",R,R,R,MIL,TOR,X,6.0,ground_ball,1,0,2024,-1.41,0.81,-0.63,2.26,,642715.0,,2,2,Bot,116.9,136.69,,,672386,,,6.762521386451981,-136.4256936651654,-4.849053329203347,-19.098392110402155,30.518031547586105,-21.128017221683077,3.36,1.51,8.0,96.9,-16.0,93.9,2172,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.07,0.163,0.178,0.0,1.0,0.0,0.0,2.0,14,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,227,-0.035,-0.355,74.5584,6.96096
78,SI,2024-06-10,94.1,-1.93,5.59,"Berríos, José",687401,621244,,ball,,,,,14,"Joey Ortiz grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",R,R,R,MIL,TOR,B,,,0,0,2024,-1.13,1.07,1.32,1.7,,642715.0,,2,2,Bot,,,,,672386,,,10.987455542568318,-136.4789647540037,-6.766335586328776,-16.531843995835658,29.20215309060704,-17.410743784759653,3.44,1.52,,,,94.4,2239,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.92,,,,,,,,14,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,223,0.0,0.017,,
