,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
10,SV,2024-06-10,84.0,-2.04,5.7,"Berríos, José",592885,621244,,called_strike,,,,,11,Christian Yelich called out on strikes.,R,L,R,MIL,TOR,S,,,2,1,2024,1.39,-0.41,-0.93,2.72,668930.0,,661388.0,0,6,Bot,,,,,672386,,,-0.1573698986450289,-122.31885879334487,0.3476041932896796,13.902379666996836,25.64509994815041,-36.59363736665725,3.32,1.54,,,,83.7,2289,6.2,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.31,,,,,,,,41,4,Slurve,2,1,2,1,1,2,2,1,Standard,Standard,46,0.0,-0.161,,
11,CH,2024-06-10,84.3,-2.07,5.43,"Berríos, José",592885,621244,,blocked_ball,,,,,13,Christian Yelich called out on strikes.,R,L,R,MIL,TOR,B,,,1,1,2024,-1.3,0.28,-0.57,0.72,668930.0,,661388.0,0,6,Bot,,,,,672386,,,6.101056785188506,-122.59019211757364,-5.117496490020878,-14.288784271960251,24.69436665988006,-28.560778774070734,3.31,1.83,,,,84.9,1553,6.7,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.75,,,,,,,,41,3,Changeup,2,1,2,1,1,2,2,1,Strategic,Standard,257,0.0,0.054,,
12,CH,2024-06-10,84.6,-2.08,5.48,"Berríos, José",592885,621244,,swinging_strike,,,,,7,Christian Yelich called out on strikes.,R,L,R,MIL,TOR,S,,,1,0,2024,-1.38,0.68,-0.67,2.04,668930.0,,661388.0,0,6,Bot,,,,,672386,,,6.075937702486083,-123.06134218907124,-3.0555413376603395,-15.209592152595029,24.476724221802904,-24.83423960792149,3.3,1.67,,,,85.1,1521,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.88,,,,,,,,41,2,Changeup,2,1,2,1,1,2,2,1,Strategic,Standard,258,0.0,-0.097,73.72859,8.95443
13,FF,2024-06-10,94.5,-1.98,5.73,"Berríos, José",592885,621244,,ball,,,,,11,Christian Yelich called out on strikes.,R,L,R,MIL,TOR,B,,,0,0,2024,-0.79,1.36,-0.97,4.0,668930.0,,661388.0,0,6,Bot,,,,,672386,,,4.396402281008639,-137.5337978990442,-1.83244295980262,-11.034695383947575,32.09497193237899,-14.774648422149674,3.38,1.83,,,,94.5,2257,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.1,,,,,,,,41,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,223,0.0,0.051,,
14,SI,2024-06-10,94.1,-1.69,5.71,"Berríos, José",661388,621244,single,hit_into_play,,,,,4,William Contreras singles on a ground ball to right fielder George Springer.   Brice Turang to 3rd.,R,R,R,MIL,TOR,X,9.0,ground_ball,3,1,2024,-1.27,0.88,-0.33,2.53,,,668930.0,0,6,Bot,154.91,130.51,,,672386,,,6.372955325204692,-136.8282253238417,-4.49872242361251,-17.31718888107867,31.08827247926386,-20.37739245053693,3.51,1.67,53.0,103.8,0.0,94.6,2098,6.7,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.83,0.429,0.387,0.9,1.0,1.0,0.0,4.0,40,5,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,224,0.079,0.473,72.4083,6.44108
15,SV,2024-06-10,76.8,-2.16,5.49,"Berríos, José",661388,621244,,ball,,,,,14,William Contreras singles on a ground ball to right fielder George Springer.   Brice Turang to 3rd.,R,R,R,MIL,TOR,B,,,2,1,2024,1.38,-0.66,0.85,1.43,,,668930.0,0,6,Bot,,,,,672386,,,3.902209371396063,-111.81978154433816,-0.3372606759378234,10.686865952833989,22.401702908492062,-37.822595918924655,3.43,1.71,,,,76.8,2235,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.99,,,,,,,,40,4,Slurve,2,1,2,1,1,2,2,1,Standard,Standard,38,0.0,0.153,,
16,SV,2024-06-10,81.7,-2.2,5.56,"Berríos, José",661388,621244,,called_strike,,,,,9,William Contreras singles on a ground ball to right fielder George Springer.   Brice Turang to 3rd.,R,R,R,MIL,TOR,S,,,2,0,2024,1.24,-0.39,0.55,1.86,,,668930.0,0,6,Bot,,,,,672386,,,3.828832825320892,-118.89398764363716,-0.9618089896345776,10.924055229171325,24.3646197383645,-35.906703139954004,3.5,1.67,,,,81.7,2344,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.07,,,,,,,,40,3,Slurve,2,1,2,1,1,2,2,1,Standard,Standard,45,0.0,-0.109,,
17,SI,2024-06-10,92.2,-1.86,5.66,"Berríos, José",661388,621244,,ball,,,,,13,William Contreras singles on a ground ball to right fielder George Springer.   Brice Turang to 3rd.,R,R,R,MIL,TOR,B,,,1,0,2024,-1.25,0.97,-1.96,2.39,,,668930.0,0,6,Bot,,,,,672386,,,2.4883081398425557,-134.16988153386043,-4.586198377730213,-15.611002783003793,29.47499909075308,-19.65723386675898,3.51,1.65,,,,92.5,1976,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.0,,,,,,,,40,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,226,0.0,0.102,,
18,SI,2024-06-10,92.5,-1.92,5.58,"Berríos, José",661388,621244,,ball,,,,,13,William Contreras singles on a ground ball to right fielder George Springer.   Brice Turang to 3rd.,R,R,R,MIL,TOR,B,,,0,0,2024,-1.46,0.89,-0.32,1.03,,,668930.0,0,6,Bot,,,,,672386,,,7.282440937385292,-134.38491789056675,-7.768172299766229,-19.246439584611792,29.2746535884532,-19.828491154877863,3.53,1.6,,,,92.8,2100,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.93,,,,,,,,40,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,227,0.0,0.062,,
19,SV,2024-06-10,83.8,-1.94,5.61,"Berríos, José",668930,621244,walk,blocked_ball,,,,,14,Brice Turang walks.,R,L,R,MIL,TOR,B,,,3,2,2024,1.37,-0.3,1.44,0.61,,,,0,6,Bot,,,,,672386,,,5.108752506136127,-121.8949706930171,-4.516003696245724,12.577514751268804,25.37917359607809,-34.43178853294515,3.36,1.59,,,,83.8,2426,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.08,,0.689635,0.7,1.0,0.0,0.0,,39,6,Slurve,2,1,2,1,1,2,2,1,Infield shade,Standard,39,0.031,0.335,,
20,SI,2024-06-10,92.7,-1.94,5.63,"Berríos, José",668930,621244,,called_strike,,,,,11,Brice Turang walks.,R,L,R,MIL,TOR,S,,,3,1,2024,-1.24,1.0,-0.87,2.46,,,,0,6,Bot,,,,,672386,,,5.473716218595734,-134.86238883280785,-4.539204356774204,-16.3799449785793,28.5957464916528,-19.129866227801458,3.35,1.49,,,,93.0,2076,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.09,,,,,,,,39,5,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,226,0.0,-0.074,,
21,CH,2024-06-10,85.0,-2.05,5.46,"Berríos, José",668930,621244,,ball,,,,,11,Brice Turang walks.,R,L,R,MIL,TOR,B,,,2,1,2024,-1.22,0.35,-1.21,2.99,,,,0,6,Bot,,,,,672386,,,4.43787228709644,-123.82806816999138,-0.1837153315976313,-13.449846144212902,24.423801420584116,-28.73112562273632,3.42,1.51,,,,85.5,1544,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.99,,,,,,,,39,4,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,250,0.0,0.107,,
22,FF,2024-06-10,93.2,-2.08,5.54,"Berríos, José",668930,621244,,called_strike,,,,,5,Brice Turang walks.,R,L,R,MIL,TOR,S,,,2,0,2024,-0.92,1.23,-0.21,2.14,,,,0,6,Bot,,,,,672386,,,6.851358350768688,-135.55164707366703,-5.679558892458166,-12.890214900165333,29.21402431336077,-15.986140702110012,3.38,1.54,,,,93.6,2230,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.0,,,,,,,,39,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,226,0.0,-0.057,,
23,SV,2024-06-10,82.5,-2.09,5.42,"Berríos, José",668930,621244,,ball,,,,,14,Brice Turang walks.,R,L,R,MIL,TOR,B,,,1,0,2024,1.24,-0.59,0.64,0.56,,,,0,6,Bot,,,,,672386,,,3.784173424637027,-120.02119560427984,-3.3421985317874405,11.116612325065756,25.505080297251737,-37.39458421886858,3.35,1.58,,,,82.3,2410,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.1,,,,,,,,39,2,Slurve,2,1,2,1,1,2,2,1,Standard,Standard,45,0.0,0.063,,
24,SV,2024-06-10,81.3,-2.02,5.64,"Berríos, José",668930,621244,,ball,,,,,14,Brice Turang walks.,R,L,R,MIL,TOR,B,,,0,0,2024,1.56,-0.6,1.26,0.96,,,,0,6,Bot,,,,,672386,,,4.328882073698238,-118.25941473545974,-2.6371357850288986,13.591468950805154,25.27100144598737,-37.46682177861708,3.41,1.53,,,,80.5,2356,6.1,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.44,,,,,,,,39,1,Slurve,2,1,2,1,1,2,2,1,Standard,Standard,54,0.0,0.033,,
25,SI,2024-06-10,93.2,-1.9,5.58,"Berríos, José",694192,621244,field_out,hit_into_play,,,,,11,"Jackson Chourio grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",R,R,R,MIL,TOR,X,6.0,ground_ball,1,2,2024,-1.15,0.89,-1.64,2.54,,,,2,5,Bot,111.62,158.2,,,672386,,,3.218093747968999,-135.7091815168594,-4.012201705168799,-14.905920221568596,30.641540572853348,-20.54102526194662,3.34,1.56,33.0,55.7,1.0,93.7,1898,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.91,0.094,0.114,0.0,1.0,0.0,0.0,1.0,35,5,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,230,-0.01,-0.07,64.14611,6.42533
26,FF,2024-06-10,94.6,-1.89,5.67,"Berríos, José",694192,621244,,ball,,,,,11,"Jackson Chourio grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",R,R,R,MIL,TOR,B,,,0,2,2024,-0.88,1.27,-1.53,4.19,,,,2,5,Bot,,,,,672386,,,2.9373994101852925,-137.72057106985272,-1.0046780666064097,-11.88556824732438,30.811775211894798,-16.05370134531657,3.32,1.59,,,,95.0,2213,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.97,,,,,,,,35,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,216,0.0,0.009,,
27,CH,2024-06-10,86.0,-1.91,5.52,"Berríos, José",694192,621244,,foul,,,,,7,"Jackson Chourio grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",R,R,R,MIL,TOR,S,,,0,2,2024,-1.25,0.38,-0.37,1.59,,,,2,5,Bot,,,,,672386,,,6.224428165130076,-125.2096949971844,-3.92971516311454,-14.387211690160484,23.231965807635824,-27.6193224460409,3.34,1.56,2.0,84.6,-35.0,86.8,1588,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.89,,,,,,,,35,3,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,260,0.0,0.0,73.47288,7.43198
28,SI,2024-06-10,92.2,-1.82,5.58,"Berríos, José",694192,621244,,swinging_strike,,,,,13,"Jackson Chourio grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",R,R,R,MIL,TOR,S,,,0,1,2024,-1.49,0.62,-1.78,2.21,,,,2,5,Bot,,,,,672386,,,3.3401469818852245,-134.2057605337296,-4.134274932290291,-18.709301714022853,28.3391466491222,-23.959097521013263,3.34,1.56,,,,92.7,1903,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.96,,,,,,,,35,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,231,0.0,-0.023,42.21095,6.10713
29,FF,2024-06-10,94.3,-1.78,5.53,"Berríos, José",694192,621244,,called_strike,,,,,6,"Jackson Chourio grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.",R,R,R,MIL,TOR,S,,,0,0,2024,-0.9,1.1,0.39,2.54,,,,2,5,Bot,,,,,672386,,,7.68252796031192,-137.17456639680833,-4.566613521549788,-13.056530675642882,28.5987628107806,-17.39912706376339,3.33,1.5,,,,94.9,2131,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.0,,,,,,,,35,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,229,0.0,-0.015,,
30,SV,2024-06-10,84.6,-2.02,5.56,"Berríos, José",641343,621244,field_out,hit_into_play,,,,,5,"Jake Bauers grounds out, second baseman Spencer Horwitz to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,X,4.0,ground_ball,3,2,2024,1.15,-0.38,0.25,2.16,,,,1,5,Bot,142.63,159.04,,,672386,,,3.0127472912504127,-123.13246474105564,-0.7957012312867242,11.054195751448288,25.368238302160037,-36.06615886311016,3.4,1.57,44.0,52.9,5.0,84.7,2408,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.09,0.1,0.095,0.0,1.0,0.0,0.0,1.0,34,6,Slurve,2,1,2,1,1,2,2,1,Infield shade,Standard,48,-0.015,-0.21,75.22276,6.71083
31,CH,2024-06-10,83.2,-2.01,5.49,"Berríos, José",641343,621244,,ball,,,,,14,"Jake Bauers grounds out, second baseman Spencer Horwitz to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,B,,,2,2,2024,-1.4,0.25,0.24,0.78,,,,1,5,Bot,,,,,672386,,,7.955771244838541,-120.89204734007453,-4.854715332985478,-15.300373258285378,23.15938386995872,-28.99124629290999,3.43,1.62,,,,83.6,1659,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.89,,,,,,,,34,5,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,264,0.0,0.068,,
32,CH,2024-06-10,80.1,-2.01,5.41,"Berríos, José",641343,621244,,foul,,,,,13,"Jake Bauers grounds out, second baseman Spencer Horwitz to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,S,,,2,1,2024,-1.35,0.13,-0.07,1.39,,,,1,5,Bot,,,,,672386,,,6.8415359934656745,-116.42707787442367,-2.4303028956915718,-13.527664766124156,21.43198905198661,-30.73417520396962,3.4,1.57,1.0,57.5,-47.0,80.4,1563,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.0,,,,,,,,34,4,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,261,0.0,-0.05,66.84481,8.71262
33,FF,2024-06-10,94.1,-1.87,5.59,"Berríos, José",641343,621244,,called_strike,,,,,7,"Jake Bauers grounds out, second baseman Spencer Horwitz to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,S,,,2,0,2024,-0.92,1.34,-0.37,1.73,,,,1,5,Bot,,,,,672386,,,5.942024711676233,-136.86703400632734,-7.331200189564498,-12.831858097367432,29.758734031475136,-13.858400574914956,3.51,1.6,,,,94.5,2084,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.99,,,,,,,,34,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,224,0.0,-0.04,,
34,SV,2024-06-10,83.0,-2.15,5.51,"Berríos, José",641343,621244,,ball,,,,,13,"Jake Bauers grounds out, second baseman Spencer Horwitz to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,B,,,1,0,2024,1.39,-0.41,-0.07,1.08,,,,1,5,Bot,,,,,672386,,,2.0502798482060625,-120.92578612110808,-2.84804818997338,13.12893387639804,24.688234424930396,-35.78065932352237,3.5,1.6,,,,82.9,2405,6.2,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.27,,,,,,,,34,2,Slurve,2,1,2,1,1,2,2,1,Standard,Standard,42,0.0,0.045,,
35,CH,2024-06-10,85.5,-2.04,5.42,"Berríos, José",641343,621244,,ball,,,,,13,"Jake Bauers grounds out, second baseman Spencer Horwitz to first baseman Vladimir Guerrero Jr.",R,L,R,MIL,TOR,B,,,0,0,2024,-1.41,0.45,-0.47,1.05,,,,1,5,Bot,,,,,672386,,,6.558201412203349,-124.27967303004452,-4.936655126843508,-15.97138791261504,24.11202479144772,-26.734848456424,3.54,1.61,,,,85.9,1491,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.98,,,,,,,,34,1,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,255,0.0,0.025,,
36,SI,2024-06-10,93.4,-1.8,5.7,"Berríos, José",687401,621244,field_out,hit_into_play,,,,,13,Joey Ortiz flies out to left fielder Davis Schneider.,R,R,R,MIL,TOR,X,7.0,fly_ball,1,1,2024,-1.45,0.94,-1.11,2.38,,,,0,5,Bot,85.35,69.12,,,672386,,,4.969280396681748,-135.95104434298554,-4.895183371317152,-19.087742385475103,29.27339666454321,-19.623998175551392,3.36,1.51,336.0,88.5,31.0,93.8,2025,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.02,0.08,0.096,0.0,1.0,0.0,0.0,3.0,33,3,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,226,-0.021,-0.219,76.21551,7.67355
37,SI,2024-06-10,93.6,-1.97,5.55,"Berríos, José",687401,621244,,ball,,,,,14,Joey Ortiz flies out to left fielder Davis Schneider.,R,R,R,MIL,TOR,B,,,0,1,2024,-1.3,0.77,0.44,1.39,,,,0,5,Bot,,,,,672386,,,9.128910492273304,-135.98812106789202,-6.751608061069367,-18.086931769769627,27.78704610931813,-21.26949511078296,3.51,1.56,,,,94.3,2002,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.89,,,,,,,,33,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,234,0.0,0.022,,
38,FF,2024-06-10,94.1,-1.93,5.55,"Berríos, José",687401,621244,,called_strike,,,,,7,Joey Ortiz flies out to left fielder Davis Schneider.,R,R,R,MIL,TOR,S,,,0,0,2024,-0.87,1.21,-0.5,1.8,,,,0,5,Bot,,,,,672386,,,5.6581334106056485,-136.86299724339736,-6.729216409340615,-12.172005056650208,28.59294080097255,-15.729187053392303,3.56,1.55,,,,94.7,2068,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.96,,,,,,,,33,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,223,0.0,-0.032,,
39,CH,2024-06-10,84.2,-2.08,5.45,"Berríos, José",686217,621244,field_out,hit_into_play,,,,,4,Sal Frelick lines out to center fielder Daulton Varsho.,R,L,R,MIL,TOR,X,8.0,line_drive,1,0,2024,-1.32,0.43,-0.78,1.98,,,,2,4,Bot,104.92,86.35,,,672386,,,5.668967273320801,-122.47003264219052,-2.528314684713034,-14.367007415168842,24.2781207591374,-27.544692872902043,2.89,1.33,286.0,84.1,22.0,84.5,1469,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.0,0.449,0.42,0.0,1.0,0.0,0.0,3.0,29,2,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,257,-0.011,-0.116,67.38721,7.19088
40,FF,2024-06-10,93.3,-2.0,5.57,"Berríos, José",686217,621244,,ball,,,,,11,Sal Frelick lines out to center fielder Daulton Varsho.,R,L,R,MIL,TOR,B,,,0,0,2024,-1.03,1.11,-1.78,2.85,,,,2,4,Bot,,,,,672386,,,2.841408154305725,-135.90285234776448,-3.685685134984728,-13.385585280257152,30.693204184068662,-17.821639943143616,2.91,1.26,,,,93.4,2173,6.4,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.14,,,,,,,,29,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,224,0.0,0.016,,
41,SI,2024-06-10,93.4,-1.89,5.6,"Berríos, José",656555,621244,strikeout,swinging_strike,,,,,1,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,S,2.0,,3,2,2024,-1.24,0.96,-0.67,2.95,,,,1,4,Bot,,,,,672386,,,5.9102286320533,-135.9743851139281,-3.1958417152231213,-16.718901437965844,29.684112217708883,-19.768560420826848,3.52,1.64,,,,93.9,2009,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.95,,0.0,0.0,1.0,0.0,0.0,,28,8,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,225,-0.015,-0.21,73.30893,8.03436
42,FF,2024-06-10,95.5,-1.65,5.76,"Berríos, José",656555,621244,,ball,,,,,12,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,B,,,2,2,2024,-0.99,1.3,0.54,3.94,,,,1,4,Bot,,,,,672386,,,8.012320603841449,-138.83564449395882,-2.0610761085272045,-14.586634836737804,32.72962698005336,-15.120065039035296,3.54,1.58,,,,95.5,2241,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.03,,,,,,,,28,7,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,225,0.0,0.068,,
43,CH,2024-06-10,86.0,-1.95,5.56,"Berríos, José",656555,621244,,foul,,,,,7,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,S,,,2,2,2024,-1.55,0.37,-0.39,2.03,,,,1,4,Bot,,,,,672386,,,6.86964232436349,-125.07799709968332,-2.843079427103061,-17.62335341400901,26.710330179954475,-27.94899482295526,3.52,1.64,162.0,71.7,20.0,86.1,1774,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.96,,,,,,,,28,6,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,261,0.0,0.0,61.11784,9.03043
44,CH,2024-06-10,86.4,-1.89,5.53,"Berríos, José",656555,621244,,foul,,,,,13,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,S,,,2,2,2024,-1.32,0.4,-0.9,2.16,,,,1,4,Bot,,,,,672386,,,5.088796710702931,-125.8442734739617,-2.663365270097446,-15.106791849925052,24.530637778650224,-27.637891969734603,3.52,1.64,7.0,87.5,-17.0,87.0,1584,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.96,,,,,,,,28,5,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,254,0.0,0.0,77.41106,8.49051
45,SV,2024-06-10,83.6,-1.97,5.63,"Berríos, José",656555,621244,,swinging_strike,,,,,9,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,S,,,2,1,2024,1.29,-0.72,0.62,1.97,,,,1,4,Bot,,,,,672386,,,3.430967997736193,-121.72782298001346,-0.5779631339405465,12.016190944353868,25.60361113554375,-39.38437273684268,3.52,1.64,,,,83.2,2375,6.2,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.33,,,,,,,,28,4,Slurve,2,1,2,1,1,2,2,1,Standard,Standard,47,0.0,-0.05,69.84436,7.71112
46,SI,2024-06-10,93.7,-1.84,5.67,"Berríos, José",656555,621244,,called_strike,,,,,4,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,S,,,2,0,2024,-1.42,0.87,-0.33,2.68,,,,1,4,Bot,,,,,672386,,,7.050495423923909,-136.22314978935293,-3.9338461943847274,-19.23795427614789,29.059785981706813,-20.61148935835085,3.6,1.64,,,,94.0,2018,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.02,,,,,,,,28,3,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,235,0.0,-0.04,,
47,SI,2024-06-10,92.9,-1.89,5.65,"Berríos, José",656555,621244,,ball,,,,,11,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,B,,,1,0,2024,-1.42,0.98,-1.43,2.86,,,,1,4,Bot,,,,,672386,,,4.299893762163731,-135.2024749094755,-3.4989996934207728,-18.303397767857653,29.35851973138732,-19.65104358915184,3.56,1.64,,,,93.3,2030,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.01,,,,,,,,28,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,228,0.0,0.045,,
48,SI,2024-06-10,93.4,-1.92,5.62,"Berríos, José",656555,621244,,ball,,,,,11,Rhys Hoskins strikes out swinging.,R,R,R,MIL,TOR,B,,,0,0,2024,-1.4,0.85,-1.17,2.89,,,,1,4,Bot,,,,,672386,,,5.0299902573312725,-135.90848886213223,-3.1681759717678792,-18.49004087250894,29.162446561034088,-21.108834758693543,3.62,1.62,,,,93.8,2108,6.5,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.0,,,,,,,,28,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,225,0.0,0.025,,
49,SV,2024-06-10,83.5,-2.09,5.62,"Berríos, José",642715,621244,home_run,hit_into_play,,,,,8,Willy Adames homers (10) on a fly ball to left center field.,R,R,R,MIL,TOR,X,,fly_ball,1,2,2024,1.43,-0.44,0.09,2.03,,,,1,4,Bot,71.29,38.95,,,672386,,,2.217407071878833,-121.5861732474965,-0.943492124372858,13.623497072520042,25.66759772391306,-36.53468584512832,3.45,1.7,417.0,105.6,27.0,83.2,2369,6.2,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.3,0.966,1.947,2.0,1.0,0.0,3.0,6.0,27,4,Slurve,1,1,1,1,1,2,2,1,Standard,Standard,35,0.138,1.047,75.53588,8.42939
50,SV,2024-06-10,84.5,-2.01,5.51,"Berríos, José",642715,621244,,ball,,,,,14,Willy Adames homers (10) on a fly ball to left center field.,R,R,R,MIL,TOR,B,,,0,2,2024,1.28,-0.52,1.79,-0.2,,,,1,4,Bot,,,,,672386,,,6.339848626105968,-122.8439923620271,-5.885359115411031,11.50967458278372,26.002638789932377,-36.33666098641205,3.55,1.7,,,,84.6,2443,6.6,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,53.93,,,,,,,,27,3,Slurve,1,1,1,1,1,1,1,1,Standard,Standard,39,0.0,0.013,,
51,SI,2024-06-10,94.6,-1.86,5.7,"Berríos, José",642715,621244,,foul,,,,,11,Willy Adames homers (10) on a fly ball to left center field.,R,R,R,MIL,TOR,S,,,0,1,2024,-1.46,0.75,-0.92,3.47,,,,1,4,Bot,,,,,672386,,,5.69251601193746,-137.61614468681282,-1.827450262597196,-19.77647102678265,30.93022104269548,-22.406776992287053,3.45,1.7,,,,94.5,2078,6.3,745982,621244,672386,665489,687462,643396,666182,676914,662139,543807,54.24,,,,,,,,27,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,227,0.0,-0.036,76.48478,7.532
