,pitch_type,release_speed,release_pos_x,release_pos_z,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis
1219,FC,90.5,-2.1,5.31,,,,,12.0,L,R,S,1,0,0.19,0.48,0.94,2.68,,,,0,4,7.323936087005468,-131.78316323521312,-1.787192751109648,0.9670213155730896,22.39332426532466,-26.39025897968941,3.08,1.44,2560.0,7.2,53.35,25,2,Cutter,201.0
1221,SI,95.8,-2.02,5.23,,,,,6.0,L,R,X,3,2,-1.25,0.73,0.28,2.49,,,,2,3,9.04648645642572,-139.276197212296,-3.339908196789009,-18.31809299158281,29.36726063301808,-22.08183189123336,3.42,1.59,2411.0,7.2,53.31,18,10,Sinker,220.0
1223,FF,96.2,-2.07,5.27,,,,,5.0,L,R,S,2,2,-0.65,1.14,0.0,2.55,,,,2,3,7.103650844550753,-139.91105285761853,-4.323694223992625,-10.064096854783148,29.54908860343682,-16.33863935089367,3.42,1.59,2561.0,7.2,53.25,18,8,4-Seam Fastball,219.0
1227,CU,80.9,-2.25,5.32,,,,,13.0,L,R,S,1,2,0.94,-0.92,-0.21,0.89,,,,2,3,2.792780644849637,-117.78199577426194,-1.4089797353285307,8.034262007028099,25.3565945652948,-40.63187514456336,3.42,1.59,2874.0,7.0,53.48,18,4,Curveball,63.0
1228,FC,90.0,-2.13,5.28,,,,,9.0,L,R,S,1,1,0.21,0.35,0.31,1.58,,,,2,3,5.709486715647671,-131.02585065961182,-4.016775374645236,1.1990991957799275,27.579033246219414,-27.464095265320523,3.45,1.62,2474.0,7.1,53.36,18,3,Cutter,173.0
1229,FF,95.8,-2.11,5.38,,,,,1.0,L,R,S,1,0,-0.03,1.1,-0.55,3.2,,,,2,3,4.267121804085827,-139.42061065366872,-2.648603213768382,-1.4656153207115823,33.17887067760704,-17.525158740911323,3.5,1.62,2373.0,7.1,53.42,18,2,4-Seam Fastball,220.0
1230,FC,91.0,-2.14,5.25,,,,,12.0,L,R,B,0,0,0.3,0.39,0.96,2.69,,,,2,3,7.257632600737593,-132.4481743214467,-1.3597766518412824,1.955595714530832,28.399994120780068,-27.54616990237121,3.4,1.59,2529.0,7.1,53.39,18,1,Cutter,182.0
1231,FC,91.7,-2.12,5.35,,,,,6.0,L,R,X,0,1,0.34,0.83,0.39,2.62,,,,1,3,5.702539195483163,-133.51469458878287,-2.8909478785211498,2.882605713552284,27.536300133340703,-21.86799433043344,3.18,1.5,2666.0,7.1,53.4,17,2,Cutter,196.0
1232,FF,94.1,-1.92,5.38,,,,,6.0,L,R,S,0,0,-0.58,1.28,0.44,2.18,,,,1,3,7.552995108241611,-136.85780053270653,-5.546744403956367,-8.9173555588591,29.63239842306138,-15.06948910456138,3.23,1.53,2530.0,7.4,53.1,17,1,4-Seam Fastball,224.0
1233,ST,84.7,-2.13,5.22,,,,,9.0,R,R,X,0,1,0.95,0.57,0.81,1.83,,,,0,3,5.028163113001468,-123.40360287581818,-2.795549619089227,8.900031712187007,22.44177144582467,-26.028186849454816,3.55,1.6,2533.0,7.0,53.51,16,2,Sweeper,84.0
1234,FF,94.4,-2.25,5.4,,,,,8.0,R,R,S,0,0,-0.33,1.02,0.17,2.02,,,,0,3,7.122163258611667,-137.32588341571437,-5.458253620117727,-5.649931822429147,28.92128726534041,-18.25103644901977,3.55,1.6,2363.0,7.1,53.38,16,1,4-Seam Fastball,222.0
1236,SI,94.5,-2.1,5.21,,,,,5.0,R,R,S,3,2,-1.2,0.37,0.25,2.08,,,,2,2,8.97875112913634,-137.4350107752498,-3.358164809637293,-17.16420376947559,29.486017755368056,-26.970704299435425,3.21,1.49,2368.0,7.3,53.21,12,6,Sinker,218.0
1239,FF,96.0,-2.05,5.15,,,,,12.0,R,R,B,0,2,-0.52,1.21,2.27,3.07,,,,2,2,12.80708713383066,-139.22308065870425,-2.673497110256379,-9.613226619479326,30.87046100110818,-15.960338187404572,3.36,1.67,2552.0,7.3,53.18,12,3,4-Seam Fastball,218.0
1240,SI,95.6,-2.11,5.22,,,,,5.0,R,R,S,0,1,-1.5,0.17,0.18,2.41,,,,2,2,9.581535279978652,-138.87574197425266,-2.1243775720829667,-21.56188377452574,32.77428142521994,-29.73322552960829,3.36,1.64,2332.0,7.3,53.2,12,2,Sinker,226.0
1241,SI,95.8,-2.14,5.27,,,,,13.0,R,R,S,0,0,-1.47,0.24,-1.14,1.7,,,,2,2,6.0970917457518405,-139.29870667786187,-4.351391688594514,-20.49172013383406,33.72567313217783,-28.27005855936177,3.21,1.49,2320.0,7.3,53.21,12,1,Sinker,221.0
1242,SI,95.9,-2.15,5.17,,,,,9.0,L,R,S,2,2,-1.62,0.16,0.47,1.72,,,,1,2,10.789127309960165,-139.16485333037406,-3.863598603808008,-23.47606645625533,33.39955222382908,-29.315845770578843,3.43,1.68,2336.0,7.4,53.09,11,6,Sinker,224.0
1243,FF,96.3,-2.1,5.29,,,,,12.0,L,R,B,1,2,-0.56,1.11,0.73,4.25,,,,1,2,8.89959370060325,-139.9813851288189,0.3203131220354498,-9.289745862777393,31.14070455834236,-17.896540163899232,3.45,1.63,2416.0,7.2,53.31,11,5,4-Seam Fastball,216.0
1245,FF,96.5,-2.14,5.28,,,,,12.0,L,R,S,0,2,-0.58,1.19,0.49,3.78,,,,1,2,8.488195225254751,-140.37810502519727,-1.172766041229178,-9.449376772595826,29.88974982243537,-16.291088727167104,3.4,1.6,2476.0,7.3,53.18,11,3,4-Seam Fastball,226.0
1246,FC,92.2,-2.15,5.24,,,,,12.0,L,R,S,0,1,0.3,0.67,1.3,2.95,,,,1,2,8.22126256061626,-134.2114325580797,-1.481198983487407,2.0255076454410714,27.181201549285333,-23.990084968112768,3.4,1.6,2683.0,7.1,53.43,11,2,Cutter,193.0
1247,CU,83.0,-2.28,5.38,,,,,7.0,L,R,S,0,0,0.94,-0.97,-0.69,1.51,,,,1,2,1.8092877525506008,-120.85698064505613,-0.4969971622553036,8.904469365569462,23.22487934795544,-41.76851524050153,3.45,1.63,2868.0,6.9,53.59,11,1,Curveball,59.0
1248,ST,86.7,-2.32,5.2,,,,,9.0,R,R,X,3,2,0.97,0.55,0.62,1.82,,,,0,2,5.096499078681578,-126.26562823988388,-3.049167186272202,9.391891832727014,25.582256614706548,-25.84403875625568,3.47,1.56,2680.0,6.9,53.64,10,8,Sweeper,74.0
1249,FF,96.4,-2.16,5.24,,,,,5.0,R,R,S,3,2,-0.66,1.04,-0.01,2.68,,,,0,2,7.33468076898861,-140.2619574278444,-3.645070298552003,-10.410079764155588,32.08880893796862,-17.798332906496423,3.47,1.56,2516.0,7.1,53.43,10,7,4-Seam Fastball,224.0
1250,FF,96.3,-2.16,5.36,,,,,12.0,R,R,B,2,2,-0.48,1.08,0.43,4.5,,,,0,2,8.094790941716285,-139.98533771709936,0.8983093559370947,-8.197633319110315,33.3022280682461,-18.46502132064081,3.62,1.71,2546.0,7.1,53.39,10,6,4-Seam Fastball,221.0
1251,CU,82.6,-2.25,5.36,,,,,4.0,R,R,S,2,2,0.6,-0.73,-0.77,2.38,,,,0,2,2.2075935752100944,-120.18424529867588,1.2559274478830342,5.296721572226523,25.98317330787343,-39.71913180161612,3.47,1.56,2734.0,6.8,53.66,10,5,Curveball,65.0
1252,ST,86.0,-2.27,5.2,,,,,9.0,R,R,S,2,1,1.1,-0.19,0.31,1.64,,,,0,2,3.938255248909476,-125.1795926007323,-1.736756124339644,10.562652076756684,28.7174607219389,-34.02320867014307,3.47,1.56,2547.0,7.0,53.52,10,4,Sweeper,76.0
1253,FF,96.2,-2.1,5.4,,,,,3.0,R,R,S,2,0,-0.52,0.97,0.54,3.59,,,,0,2,8.350945286995094,-139.8774984339761,-1.413602567131555,-8.8349698558519,32.91237415182846,-19.31467525556757,3.65,1.66,2140.0,7.3,53.25,10,3,4-Seam Fastball,222.0
1254,SI,94.5,-2.1,5.35,,,,,1.0,R,R,B,1,0,-1.38,0.66,-0.77,3.51,,,,0,2,6.641145914503651,-137.4769666871371,-0.5085190748680143,-18.93070008056584,33.66211439481456,-24.0363769193326,3.57,1.62,2156.0,7.1,53.38,10,2,Sinker,221.0
1255,FF,95.1,-2.15,5.42,,,,,12.0,R,R,B,0,0,-0.7,1.23,0.1,4.33,,,,0,2,7.6111014836453075,-138.27276104001902,0.0620392758129801,-10.782391743178309,32.45365041821143,-16.703730410282375,3.5,1.59,2317.0,7.2,53.26,10,1,4-Seam Fastball,222.0
1256,FF,95.4,-2.0,5.31,,,,,2.0,L,R,S,1,2,-0.6,1.02,-0.24,3.28,,,,2,1,6.068343304861458,-138.89824644540454,-2.0889679205396776,-8.979079885608087,27.56128740501217,-18.61407558034308,3.63,1.77,2512.0,7.2,53.26,3,4,4-Seam Fastball,224.0
1258,FC,92.3,-2.13,5.32,,,,,2.0,L,R,S,0,1,0.03,0.48,-0.06,3.34,,,,2,1,5.268959622396038,-134.52047775322274,-0.3924206979982336,-0.4943429162071264,23.401100606715875,-26.324374539310806,3.63,1.77,2629.0,7.0,53.5,3,2,Cutter,187.0
1259,FF,96.3,-2.18,5.38,,,,,4.0,L,R,S,0,0,-0.65,1.09,-0.69,2.88,,,,2,1,5.52171532716557,-140.19249585697614,-3.666003685767662,-9.775485336276752,28.597985836507203,-17.11028107546755,3.76,1.8,2463.0,7.1,53.39,3,1,4-Seam Fastball,222.0
1260,FC,91.9,-2.11,5.31,,,,,5.0,L,R,X,0,1,0.05,0.6,0.2,2.34,,,,1,1,5.83896400304269,-133.88028026030025,-3.144784241748822,-0.4206109672911128,24.685370529054456,-24.42723659671474,3.66,1.69,2594.0,7.2,53.35,2,2,Cutter,183.0
1261,FC,92.7,-2.12,5.3,,,,,3.0,L,R,S,0,0,0.11,0.78,0.29,3.52,,,,1,1,6.009170579944722,-135.06457529138075,-0.5123405597026217,0.2277063745537631,26.40452283156504,-22.667124115591555,3.66,1.69,2585.0,7.1,53.44,2,1,Cutter,197.0
1262,FF,96.8,-1.99,5.39,,,,,3.0,L,R,X,2,1,-0.44,1.03,0.7,2.82,,,,0,1,8.331055011419199,-140.7164790180831,-3.681591580328059,-7.856478021899528,33.171771003550134,-17.88768997104929,3.08,1.44,2436.0,7.2,53.33,1,4,4-Seam Fastball,223.0
1263,FF,96.6,-2.14,5.4,,,,,11.0,L,R,B,1,1,-0.71,1.15,-1.08,3.28,,,,0,1,4.517815734201658,-140.5462030148565,-2.7158171634685497,-10.507662855141197,32.94369448213322,-16.524368569869416,3.11,1.47,2460.0,7.1,53.41,1,3,4-Seam Fastball,222.0
1264,FC,92.5,-2.11,5.31,,,,,12.0,L,R,B,0,1,-0.03,0.6,0.41,3.51,,,,0,1,6.596816345696531,-134.58918481054698,-0.0967708684520898,-1.8111148322150328,28.654167272197167,-25.07606741926725,3.11,1.47,2611.0,7.0,53.51,1,2,Cutter,204.0
1265,FF,95.8,-2.12,5.46,,,,,1.0,L,R,S,0,0,-0.79,1.03,-0.32,3.15,,,,0,1,6.670426136804723,-139.3547033441364,-2.822175337240094,-11.874133633374548,33.59903381349105,-18.36605748773537,3.11,1.47,2333.0,7.3,53.22,1,1,4-Seam Fastball,224.0
1266,FF,95.1,-2.09,4.99,,,,,12.0,L,R,X,1,2,-0.26,0.95,1.02,2.94,,,,1,5,8.88979483312913,-138.4036150264719,-1.938919505196952,-5.251104411751182,28.482421963296776,-19.61582565150129,3.37,1.66,2511.0,7.2,53.35,49,4,4-Seam Fastball,225.0
1267,CU,80.9,-2.07,5.15,,,,,8.0,L,R,S,1,1,1.13,-0.82,0.18,1.56,,,,1,5,2.8917705725989027,-117.92493062583836,0.1550184400860708,10.107260402125592,20.62125806847906,-40.1073459777614,3.37,1.66,2845.0,6.9,53.55,49,3,Curveball,61.0
1268,ST,84.3,-2.16,4.95,,,,,13.0,L,R,B,0,1,1.47,0.22,-1.81,2.1,,,,1,5,-2.122216726132266,-122.7718320382521,-0.7338276910032357,15.289443987068278,23.121747811348136,-29.98045372416594,3.37,1.7,2590.0,6.9,53.61,49,2,Sweeper,76.0
1269,FF,95.5,-2.04,5.01,,,,,6.0,L,R,S,0,0,-0.68,1.24,0.3,2.57,,,,1,5,7.866027162945468,-138.92801362686373,-3.680219816470591,-10.580894618999904,30.05363788604525,-15.431774627531512,3.37,1.66,2519.0,7.3,53.19,49,1,4-Seam Fastball,217.0
1270,FF,95.1,-2.01,4.93,,,,,6.0,L,R,X,2,2,-0.61,0.98,0.31,2.6,,,,0,5,7.576202852909837,-138.39821289511448,-2.7471341747457814,-9.467429476887954,28.32256871447992,-19.06744494599312,3.31,1.5,2444.0,7.2,53.27,48,5,4-Seam Fastball,228.0
1271,CU,79.7,-2.1,5.15,,,,,13.0,L,R,B,1,2,1.38,-1.09,-1.63,1.8,,,,0,5,-1.5757145818214264,-115.88891946721655,1.588435693118487,12.57362443569916,25.55060033915582,-42.425180867919,3.31,1.56,2764.0,6.9,53.64,48,4,Curveball,74.0
1272,FF,95.3,-2.02,4.96,,,,,12.0,L,R,B,0,2,-0.59,0.91,0.14,3.9,,,,0,5,7.128372690845953,-138.59162920588028,0.8818936875265166,-9.200805877071993,33.01609607005066,-20.92531944155008,3.31,1.56,2437.0,7.2,53.34,48,3,4-Seam Fastball,221.0
1273,ST,84.9,-2.17,4.98,,,,,6.0,L,R,S,0,1,1.63,0.23,0.31,2.56,,,,0,5,2.567617071196142,-123.57437974844515,0.2762192473736091,16.09684811658046,26.63669256982396,-30.173466354511508,3.31,1.5,2686.0,7.0,53.54,48,2,Sweeper,94.0
1274,FF,95.2,-2.03,5.04,,,,,2.0,L,R,S,0,0,-0.54,1.21,0.0,2.78,,,,0,5,6.662382025621354,-138.5053533375835,-3.088261118757929,-8.355757645447465,29.23041750030784,-16.026732199540106,3.31,1.5,2414.0,7.3,53.19,48,1,4-Seam Fastball,211.0
1275,FF,94.8,-1.99,5.02,,,,,2.0,R,R,X,2,1,-0.22,0.58,-0.03,2.92,,656811.0,623993.0,0,5,5.699731203481004,-137.89434428315096,-1.0577930420959587,-4.152437560953577,33.921741261326474,-24.74397357304162,3.48,1.6,2344.0,7.2,53.32,47,4,4-Seam Fastball,211.0
1276,ST,83.8,-2.1,4.95,,,,,8.0,R,R,S,2,0,1.1,0.33,-0.13,1.92,,656811.0,623993.0,0,5,2.401665985337589,-122.0350287985926,-1.229870052420194,10.40914964552206,25.174391707537744,-28.84627589540741,3.48,1.59,2594.0,7.0,53.55,47,3,Sweeper,77.0
1277,FF,95.6,-2.03,4.98,,,,,13.0,R,R,B,1,0,-0.43,1.0,-1.65,2.18,,656811.0,623993.0,0,5,2.011050644797264,-139.2727988923554,-4.076530276353941,-6.105462498399606,31.105734205890567,-18.46804802337182,3.48,1.59,2379.0,7.1,53.36,47,2,4-Seam Fastball,222.0
1278,SI,94.4,-2.02,4.98,,,,,11.0,R,R,B,0,0,-1.41,0.44,-1.61,2.7,,656811.0,623993.0,0,5,4.278872777643921,-137.39973892580738,-1.1545783222558024,-18.801728876221954,34.11943417364173,-26.63260116521484,3.48,1.56,2245.0,7.0,53.52,47,1,Sinker,225.0
1279,SI,95.1,-2.0,4.94,,,,,1.0,L,R,X,1,0,-1.26,0.31,-0.7,3.08,,663624.0,656811.0,0,5,6.365786900404573,-138.39435299693616,0.127956520269167,-17.67978861962199,32.70482624202373,-28.49335202636707,3.41,1.62,2232.0,7.2,53.28,46,2,Sinker,222.0
1280,FC,94.6,-2.14,5.05,,,,,11.0,L,R,B,0,0,-0.36,0.69,-0.24,3.81,,663624.0,656811.0,0,5,5.865536719539024,-137.63075378816717,0.9428218912796704,-5.834169023062238,30.27005507942311,-23.87958057054372,3.41,1.59,2332.0,7.3,53.19,46,1,Cutter,214.0
1281,FF,94.3,-2.07,5.07,,,,,12.0,L,R,B,3,1,-0.36,0.79,0.53,3.96,,,663624.0,0,5,7.686445407519633,-137.17098119548274,1.1133979352481238,-6.1905521590437855,30.45636558751206,-22.65733431066464,3.52,1.7,2329.0,7.3,53.21,45,5,4-Seam Fastball,217.0
1282,FF,94.0,-1.96,5.13,,,,,11.0,L,R,B,2,1,-0.48,0.94,-0.84,4.22,,,663624.0,0,5,4.023170278887333,-136.94161738113849,1.2680554417790215,-6.881427283106635,28.43253321770014,-20.808927526279163,3.52,1.73,2340.0,7.1,53.37,45,4,4-Seam Fastball,214.0
1283,FF,94.1,-2.08,5.17,,,,,1.0,L,R,S,2,0,-0.66,1.37,-0.7,3.5,,,663624.0,0,5,5.144722342118225,-136.87191843830166,-1.5918852978281497,-9.565924555046829,36.21778798943889,-15.02010381968355,3.52,1.68,2472.0,7.2,53.35,45,3,4-Seam Fastball,227.0
1284,FF,94.1,-2.13,5.22,,,,,11.0,L,R,B,1,0,-0.56,1.2,-1.96,3.18,,,663624.0,0,5,1.727545520152468,-137.00319618987763,-2.2191447298028777,-7.3643223110228355,33.80825214372481,-16.87298949861634,3.52,1.73,2499.0,7.1,53.4,45,2,4-Seam Fastball,227.0
1286,CU,80.4,-2.16,5.15,,,,,13.0,R,R,X,1,1,0.94,-0.96,-0.08,1.37,,,,0,5,2.8678021174648904,-117.17375471505838,0.0913060677583279,8.147490437612584,21.62053375130154,-41.23568171317506,3.66,1.83,2736.0,7.0,53.46,44,3,Curveball,64.0
1287,FF,95.0,-2.02,5.07,,,,,3.0,R,R,S,1,0,-0.29,1.12,0.4,3.19,,,,0,5,7.105488066315138,-138.21459002673927,-1.8326233814276656,-5.246005628194151,28.872503544814567,-17.5646795856188,3.66,1.83,2449.0,7.3,53.23,44,2,4-Seam Fastball,224.0
1288,SI,94.1,-2.04,5.0,,,,,13.0,R,R,B,0,0,-1.51,0.45,-1.1,2.43,,,,0,5,5.863768641717122,-136.9929721568501,-1.991851337913296,-20.258239018779253,29.65985663870584,-26.249918355730628,3.66,1.81,2157.0,7.1,53.35,44,1,Sinker,245.0
1289,FF,95.6,-2.11,5.05,,,,,11.0,L,R,S,1,2,-0.55,1.03,-0.38,3.73,,681297.0,602104.0,2,4,5.902064014223344,-139.2218189060206,-0.2061278863618173,-8.475790368671694,29.627370515804845,-18.85542603695229,3.51,1.71,2466.0,7.1,53.41,36,4,4-Seam Fastball,236.0
1290,FS,87.2,-2.01,5.02,,,,,13.0,L,R,B,0,2,-1.0,0.48,-1.04,0.52,,681297.0,602104.0,2,4,4.466414495347187,-127.00624904676027,-5.799957701491124,-11.69599830121711,23.42288610201683,-26.08042179287771,3.51,1.73,1542.0,7.2,53.26,36,3,Split-Finger,234.0
1291,ST,84.3,-2.18,4.93,,,,,7.0,L,R,S,0,1,0.93,0.1,-0.31,1.83,,681297.0,602104.0,2,4,2.55641864998859,-122.87275974706954,-1.1296086026799783,9.022213613195262,21.368445870883367,-31.14702208608158,3.51,1.71,2586.0,7.0,53.5,36,2,Sweeper,81.0
1292,FF,94.9,-1.93,5.11,,,,,6.0,L,R,S,0,0,-0.31,1.11,0.35,2.42,,681297.0,602104.0,2,4,6.802651232281408,-138.15038764210698,-4.010771752126803,-5.254594972423794,25.907378384226263,-17.227163977993207,3.44,1.7,2475.0,7.4,53.12,36,1,4-Seam Fastball,221.0
1293,FC,92.7,-2.07,5.03,,,,,12.0,L,R,X,0,1,0.15,0.85,1.18,2.95,,681297.0,602104.0,1,4,8.122436062336105,-134.8885296744742,-1.4330438972094617,0.1489451717466998,27.246322155365103,-21.62840009370396,3.74,1.81,2631.0,7.2,53.31,35,2,Cutter,185.0
1294,FF,95.3,-2.03,5.16,,,,,6.0,L,R,S,0,0,-0.74,1.2,0.44,2.62,,681297.0,602104.0,1,4,8.311146963955041,-138.63557621025222,-3.8286366816402655,-11.341493595709338,29.63614008367136,-15.93876600391614,3.74,1.76,2409.0,7.3,53.23,35,1,4-Seam Fastball,221.0
1295,SI,95.9,-2.06,5.04,,,,,7.0,R,R,X,0,0,-1.2,0.45,-0.29,1.95,,,681297.0,1,4,7.5204927278678495,-139.50404998283864,-3.654264654722629,-17.317150185443484,29.33394374590025,-25.7138212973787,3.18,1.49,2289.0,7.2,53.3,34,1,Sinker,223.0
1296,FF,95.8,-2.0,5.03,,,,,12.0,L,R,B,0,0,-0.33,0.97,1.87,3.36,,,,1,4,11.15438714277172,-139.2159461523148,-1.0430687321802905,-6.598761435990913,27.50193099694671,-19.39179194435968,3.37,1.66,2483.0,7.2,53.28,33,1,4-Seam Fastball,215.0
1297,CU,82.4,-2.04,5.24,,,,,5.0,L,R,X,1,2,1.22,-0.86,-0.2,2.3,,,,0,4,1.835251666516985,-119.9491606257766,1.527617045032718,11.43745350972677,22.97715956175545,-40.99088478684327,3.31,1.5,2811.0,6.8,53.71,32,4,Curveball,61.0
1298,FS,87.8,-1.95,5.13,,,,,13.0,L,R,B,0,2,-0.85,0.32,-0.05,0.0,,,,0,4,6.500745697748364,-127.63844101127124,-7.092228652361923,-10.653892299619498,25.07759325971752,-27.47320455782684,3.31,1.59,1424.0,7.3,53.17,32,3,Split-Finger,232.0
1299,FF,95.6,-1.98,5.07,,,,,3.0,L,R,S,0,1,-0.62,1.36,0.68,3.36,,,,0,4,8.559663637630894,-139.02915956854946,-2.0058160864855656,-9.877624200429135,30.132091910437392,-14.232447442825638,3.31,1.5,2431.0,7.3,53.19,32,2,4-Seam Fastball,219.0
1300,ST,84.9,-2.3,5.11,,,,,7.0,L,R,S,0,0,0.83,0.29,-0.71,1.63,,,,0,4,2.081555412230093,-123.72520166185168,-2.4127765036972355,8.0606815280651,25.04768093687242,-28.958036598136744,3.31,1.48,2608.0,7.0,53.51,32,1,Sweeper,81.0
1301,SI,95.8,-2.06,5.02,,,,,13.0,R,R,X,0,0,-1.33,0.23,-1.02,2.23,,,656811.0,2,3,5.865546520633084,-139.47591535601757,-2.313803790282196,-18.642170898233044,30.8259821177236,-28.844469747214085,3.48,1.6,2302.0,7.1,53.37,27,1,Sinker,226.0
1302,FF,95.7,-2.06,5.05,,,,,3.0,L,R,X,1,1,-0.51,1.15,0.79,3.44,,,656811.0,1,3,8.833897417555255,-139.21943330782878,-1.322342602002593,-8.373215429203372,27.29168415188573,-17.025430631008955,3.41,1.62,2549.0,7.3,53.18,26,3,4-Seam Fastball,217.0
1304,CU,81.5,-2.04,5.21,,,,,13.0,L,R,B,0,0,0.95,-0.92,-0.64,1.18,,,656811.0,1,3,1.3276279276508154,-118.80705226288636,-0.7539758896950781,8.766643601237302,21.57801524758665,-40.96543752581119,3.22,1.51,2814.0,6.9,53.59,26,1,Curveball,57.0
1305,CU,82.5,-2.13,5.25,,,,,13.0,L,R,B,3,2,0.82,-0.98,-0.57,1.33,,,,1,3,1.97199855715083,-120.24811836369244,-0.5721880321208271,7.663359220058189,21.9007230059421,-41.78433138269878,3.52,1.68,2832.0,7.0,53.47,25,6,Curveball,60.0
1306,FC,91.8,-2.23,4.94,,,,,12.0,L,R,B,2,2,0.39,0.49,1.62,3.36,,,,1,3,9.056945021174794,-133.47278950890933,0.7822569229776327,2.8974538012390934,25.940701432382525,-26.65184189362345,3.52,1.73,2579.0,7.1,53.36,25,5,Cutter,150.0
1307,FF,95.6,-2.07,5.14,,,,,1.0,L,R,S,2,1,-0.45,1.23,-0.74,3.32,,,,1,3,4.6115821585499,-139.3293757687373,-2.0467128734806863,-6.872715629741494,28.42851248835028,-15.808959346416684,3.52,1.68,2509.0,7.3,53.19,25,4,4-Seam Fastball,222.0
1308,CU,82.4,-2.23,5.14,,,,,13.0,L,R,B,1,1,1.03,-1.06,-1.24,1.18,,,,1,3,0.2637773427103114,-120.01266166765112,-0.4268965253468264,9.891211655987922,22.620415865190004,-42.54863610793488,3.52,1.76,2832.0,7.0,53.54,25,3,Curveball,70.0
1310,SI,95.4,-2.18,4.89,,,,,6.0,L,R,S,0,0,-1.35,-0.06,0.51,2.38,,,,1,3,10.301039302723522,-138.56051621020256,-0.7615387322544359,-19.736509726454965,33.60905568434064,-32.93851239486619,3.52,1.65,2330.0,7.4,53.12,25,1,Sinker,226.0
1311,SI,95.8,-2.15,4.99,,,,,13.0,R,R,X,0,0,-1.2,0.19,-1.39,2.43,,,,0,3,4.796432582629864,-139.47727892107204,-1.5552407755370077,-16.697785417526045,32.30658751213057,-29.59674710425083,3.66,1.83,2301.0,7.1,53.43,24,1,Sinker,226.0
1312,FF,95.3,-2.11,5.17,,,,,8.0,L,R,X,0,0,-0.55,1.25,0.22,2.1,,,,0,3,7.487204219135144,-138.63832474970152,-5.390923423774832,-8.683887419821081,28.253356044780794,-14.955956181987244,3.51,1.71,2496.0,7.2,53.31,23,1,4-Seam Fastball,217.0
1314,FF,96.1,-2.03,5.09,,,,,2.0,L,R,S,3,1,-0.29,0.96,-0.16,3.23,,,,2,2,5.749981534722598,-139.9380061644734,-1.5523938341461074,-5.122232180372972,32.053923732298415,-19.41862736907505,3.74,1.81,2543.0,7.3,53.18,19,5,4-Seam Fastball,205.0
1315,CU,81.1,-2.19,5.24,,,,,13.0,L,R,B,2,1,1.44,-0.94,-1.43,1.94,,,,2,2,-1.0785730717226802,-118.0292385393048,1.1554191398404523,13.614983510420524,24.812220381594614,-41.41701074812925,3.74,1.9,2929.0,6.8,53.65,19,4,Curveball,60.0
1318,FC,92.6,-2.1,5.07,,,,,12.0,L,R,B,0,0,0.38,0.71,1.73,2.85,,,,2,2,9.07384211109034,-134.69403397478754,-1.435857050120849,2.747864545626212,28.125296892847743,-23.4484563145655,3.74,1.79,2668.0,7.2,53.34,19,1,Cutter,192.0
1319,SI,96.0,-2.04,4.95,,,,,7.0,R,R,X,0,2,-1.3,0.22,-0.77,1.67,,,,1,2,6.431635387059973,-139.60195192463885,-3.6322830701131954,-18.4320132436014,31.355375985587067,-28.617968498502023,3.18,1.49,2361.0,7.3,53.23,18,3,Sinker,221.0
1320,FF,97.1,-1.98,5.13,,,,,6.0,R,R,S,0,1,-0.47,1.12,0.81,2.04,,,,1,2,8.678037866563258,-141.2443009380368,-5.470637796858114,-8.059233417681375,28.12014542562134,-16.089082554518072,3.18,1.48,2606.0,7.2,53.28,18,2,4-Seam Fastball,223.0
1321,FF,96.1,-2.09,5.19,,,,,3.0,R,R,S,0,0,-0.31,1.05,0.61,2.97,,,,1,2,7.975566443454761,-139.82097663257898,-2.763481044158824,-5.707226527619354,28.06214868278793,-17.9078590575186,3.18,1.54,2472.0,7.2,53.33,18,1,4-Seam Fastball,216.0
1322,FC,90.7,-2.05,5.09,,,,,8.0,L,R,X,1,1,0.14,0.36,0.07,2.14,,,676059.0,1,2,5.068274164819262,-132.12960758338895,-2.348841889013399,0.7507235799125173,24.601245817260946,-27.632355265621857,3.37,1.66,2591.0,7.0,53.47,17,3,Cutter,178.0
1323,FF,95.3,-2.07,5.18,,,,,2.0,L,R,S,1,0,-0.51,1.21,-0.22,2.87,,,676059.0,1,2,6.111760406822798,-138.69143858167013,-3.2433511858605684,-7.938985048595927,28.651627880577266,-15.955450350809013,3.37,1.66,2360.0,7.1,53.4,17,2,4-Seam Fastball,218.0
1324,FF,95.1,-1.95,5.23,,,,,11.0,L,R,B,0,0,-0.33,1.18,-0.1,3.57,,,676059.0,1,2,5.699443562431445,-138.47231088853576,-1.4303834523533006,-5.475512733231136,28.54541321755238,-16.757015790166882,3.37,1.59,2465.0,7.2,53.29,17,1,4-Seam Fastball,215.0
1326,FC,91.4,-2.1,5.11,,,,,12.0,L,R,S,1,1,0.36,0.8,0.99,2.6,,,676059.0,0,2,7.1067137810467536,-132.9740284861435,-2.211749406667352,2.8410172086094425,26.443719170237973,-22.4070924758331,3.31,1.5,2577.0,6.9,53.55,16,3,Cutter,202.0
