,pitch_type,release_speed,release_pos_x,release_pos_z,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis
0,SI,94.4,-2.12,4.94,,,,,13.0,R,R,X,1,1,-1.66,0.49,-0.91,2.24,,,,2,6,6.956508899009699,-137.28441350830272,-2.407290574673842,-22.55319796256334,32.822445438189504,-25.64862747867014,3.34,1.58,2229.0,7.0,53.45,60,3,Sinker,233.0
1,SI,94.7,-2.21,4.93,,,,,13.0,R,R,S,1,0,-1.56,0.66,-1.12,2.07,,,,2,6,6.440947681286044,-137.67628837333925,-3.247145962433083,-21.31594015267968,32.682317121038324,-23.303382581432164,3.34,1.58,2238.0,7.2,53.32,60,2,Sinker,229.0
2,SI,94.4,-2.21,4.92,,,,,13.0,R,R,B,0,0,-1.61,0.61,-1.03,1.1,,,,2,6,6.767024790975387,-137.22805878898225,-5.637500969294416,-21.80331228419765,32.646309480636994,-23.30425463676112,3.32,1.67,2249.0,7.2,53.35,60,1,Sinker,234.0
3,SI,94.7,-2.18,4.99,,,,,8.0,R,R,X,1,1,-1.34,0.49,0.04,1.8,,,,1,6,8.942233952317954,-137.5716910981406,-3.737052042635316,-19.01108093530713,32.017283632761064,-25.311571928652487,3.43,1.63,2289.0,7.2,53.27,59,3,Sinker,224.0
4,SI,93.5,-2.22,4.8,,,,,13.0,R,R,B,0,1,-1.38,0.6,-1.04,0.44,,,,1,6,6.199621710582405,-135.9493499131847,-6.893570961107711,-18.48085990186808,31.12457938815469,-23.40188549107509,3.39,1.64,2233.0,7.3,53.23,59,2,Sinker,231.0
5,FF,95.6,-2.36,5.07,,,,,1.0,R,R,S,0,0,-0.92,1.52,-0.46,2.98,,,,1,6,7.18056514450978,-138.9459452602823,-3.305349354756878,-13.60410250354663,33.6630497426877,-12.019618596139374,3.43,1.63,2478.0,7.1,53.4,59,1,4-Seam Fastball,226.0
7,FC,90.9,-2.34,5.05,,,,,12.0,L,R,B,0,1,0.04,0.93,0.08,3.95,,,,0,6,6.046405339471335,-132.3039404275724,1.2008553837221672,-0.9158944877573324,29.191768021076022,-21.748875718104305,3.4,1.55,2561.0,6.9,53.56,58,2,Cutter,209.0
9,SI,94.0,-2.13,5.05,,,,,11.0,R,R,X,0,0,-1.37,0.79,-1.31,2.6,,,,2,5,5.245562566713679,-136.77138969078217,-2.3551954055432693,-18.3355822720165,32.35966959470834,-21.964897737949425,3.41,1.56,2236.0,7.1,53.38,49,1,Sinker,224.0
10,ST,85.5,-2.37,4.94,,,,,2.0,R,R,S,2,2,1.33,0.16,-0.03,3.13,,,,1,5,2.8484980873278287,-124.3792488129822,1.8092685230602616,13.032093692997238,28.528080171168103,-31.194341018753427,3.5,1.61,2574.0,6.8,53.67,48,5,Sweeper,72.0
11,FF,91.8,-2.51,4.88,,,,,1.0,R,R,S,2,1,-1.01,1.24,-0.55,3.33,,,,1,5,7.210827783279258,-133.4779679302887,-0.728235720205197,-13.708110216550564,30.825671923105844,-17.450222705003476,3.43,1.57,2353.0,6.9,53.63,48,4,4-Seam Fastball,235.0
12,SI,94.4,-2.15,5.0,,,,,11.0,R,R,S,2,0,-1.5,0.56,-0.99,3.55,,,,1,5,6.4543924317643375,-137.31310642557065,0.711152275839874,-20.36603691537298,31.800845827594536,-25.48747604959476,3.43,1.57,2347.0,7.2,53.33,48,3,Sinker,226.0
13,FF,94.3,-2.15,5.07,,,,,11.0,R,R,B,1,0,-0.98,1.02,-1.37,3.55,,,,1,5,4.279139218601859,-137.2561230941043,-0.5118234801773249,-13.353593029419908,31.49062087701177,-19.3625564701148,3.43,1.56,2431.0,7.1,53.41,48,2,4-Seam Fastball,230.0
14,SI,94.0,-2.23,5.03,,,,,11.0,R,R,B,0,0,-1.53,0.55,-2.01,3.7,,,,1,5,4.028036737769592,-136.7534285110046,1.0847407639838615,-20.10526413708897,31.64440594004259,-25.740985926311065,3.5,1.61,2302.0,6.9,53.58,48,1,Sinker,229.0
15,FF,94.6,-2.13,5.06,,,,,1.0,L,R,X,2,0,-0.89,1.13,-0.35,3.06,,,,0,5,6.747190617027034,-137.49556595130315,-2.0372399743375618,-12.866270474871104,32.972799003103084,-17.71051459417863,3.62,1.73,2368.0,7.2,53.33,47,3,4-Seam Fastball,232.0
17,FF,93.4,-2.2,5.17,,,,,12.0,L,R,B,0,0,-1.05,1.01,0.86,3.66,,,,0,5,10.312200714440351,-135.56704983201575,-0.2755461310610377,-15.313276217480398,31.882126109688137,-19.98002071318974,3.76,1.8,2290.0,7.0,53.53,47,1,4-Seam Fastball,236.0
18,FF,96.5,-2.26,5.01,,,,,7.0,L,R,S,3,2,-0.91,1.4,-0.69,1.65,669394.0,672640.0,,2,4,6.335704697008119,-140.19542270281596,-6.591963796520814,-13.530075773238137,33.60153105712961,-12.397585510882138,3.68,1.72,2501.0,7.1,53.45,39,8,4-Seam Fastball,226.0
20,FF,95.2,-2.13,4.93,,,,,12.0,L,R,S,2,2,-0.93,1.37,0.65,3.96,669394.0,672640.0,,2,4,9.557045238862209,-138.26013201050887,0.1239686110294078,-14.193646446767158,34.46106708447022,-15.069243440265293,3.41,1.56,2507.0,7.3,53.19,39,6,4-Seam Fastball,231.0
21,FF,95.6,-2.17,4.88,,,,,12.0,L,R,S,2,2,-1.0,1.28,1.0,2.79,669394.0,672640.0,,2,4,10.812467608644791,-138.75412490680517,-2.7617584631907324,-15.406491838081548,32.61327118255882,-15.281595458592388,3.41,1.56,2434.0,7.4,53.12,39,5,4-Seam Fastball,235.0
23,FF,95.7,-2.23,4.95,,,,,11.0,L,R,S,1,1,-0.9,1.31,-0.06,3.59,669394.0,672640.0,,2,4,7.867600698158163,-139.19772937842512,-0.9355564131135908,-13.412574115330136,31.53139601481083,-15.136096479967078,3.41,1.56,2355.0,7.1,53.45,39,3,4-Seam Fastball,232.0
24,FF,95.9,-2.19,5.0,,,,,12.0,L,R,S,1,0,-0.89,1.31,0.14,3.92,669394.0,672640.0,,2,4,8.32492844481144,-139.4858033483417,-0.2020609998417056,-13.548611412309803,32.04083174641777,-15.31915850848948,3.41,1.56,2417.0,7.2,53.27,39,2,4-Seam Fastball,228.0
25,FF,95.5,-2.2,4.98,,,,,12.0,L,R,B,0,0,-0.91,1.27,0.39,3.96,669394.0,672640.0,,2,4,9.032777128493466,-138.75963142631431,0.1077255982519462,-13.818701150116038,31.656372586946382,-16.08712818947546,3.68,1.73,2435.0,7.3,53.2,39,1,4-Seam Fastball,230.0
26,ST,85.5,-2.29,4.85,,,,,12.0,R,R,X,0,2,0.89,0.19,1.42,2.73,,681393.0,669394.0,2,4,7.026979923304053,-124.38457985205622,0.9399610001184948,7.823795396233506,25.58467077773174,-30.59979552057497,3.26,1.55,2604.0,7.0,53.51,38,3,Sweeper,70.0
27,FF,96.1,-2.18,4.96,,,,,6.0,R,R,S,0,1,-0.65,1.25,0.31,2.38,,681393.0,669394.0,2,4,8.203293691787815,-139.63806813836092,-4.104951232991575,-10.45375856682338,33.01631669697819,-15.114235845844547,3.26,1.55,2479.0,7.2,53.3,38,2,4-Seam Fastball,227.0
28,SI,95.4,-2.25,4.89,,,,,13.0,R,R,S,0,0,-1.52,0.52,-1.13,2.06,,681393.0,669394.0,2,4,6.455296117119096,-138.77276797536743,-2.955416016953565,-21.1147254649992,34.257573168165074,-25.01750367784152,3.28,1.58,2297.0,7.1,53.41,38,1,Sinker,226.0
30,FF,95.5,-2.18,4.87,,,,,2.0,L,R,S,0,2,-0.99,1.21,-0.11,3.46,,681393.0,669394.0,1,4,7.8291497611990515,-138.7836497058086,-0.7665267434434218,-14.615427466065974,32.93798967164063,-16.702777298964325,3.55,1.69,2352.0,7.4,53.1,37,3,4-Seam Fastball,236.0
31,FF,95.9,-2.21,4.97,,,,,2.0,L,R,S,0,1,-1.07,1.29,-0.03,3.49,,681393.0,669394.0,1,4,8.317670454833387,-139.41169880702932,-1.1658975140542776,-15.894144892199714,34.17721549058677,-15.451112042899616,3.55,1.69,2511.0,7.1,53.45,37,2,4-Seam Fastball,231.0
32,ST,85.6,-2.47,4.95,,,,,6.0,L,R,S,0,0,0.42,0.85,0.7,2.32,,681393.0,669394.0,1,4,6.672517865993403,-124.49495586519996,-1.614274605456716,2.9850617121058685,26.243929214787187,-23.22418722160369,3.55,1.69,2566.0,6.8,53.74,37,1,Sweeper,69.0
34,SI,95.2,-2.18,4.99,,,,,11.0,R,R,S,3,1,-1.4,0.81,-1.0,2.67,,,681393.0,1,4,6.341976454152687,-138.55967594607503,-2.302486508465596,-19.41405305277008,30.75669715318108,-21.39800954024115,3.34,1.58,2248.0,7.2,53.32,36,5,Sinker,226.0
35,FF,95.4,-2.27,5.02,,,,,1.0,R,R,S,3,0,-0.72,1.02,-0.75,3.02,,,681393.0,1,4,5.704771785722014,-138.8530209474038,-1.954161197665964,-10.543835226802386,30.34851402309966,-18.72797910895041,3.27,1.6,2419.0,7.1,53.44,36,4,4-Seam Fastball,230.0
37,ST,85.3,-2.38,4.97,,,,,12.0,R,R,B,1,0,0.67,0.62,1.49,2.7,,,681393.0,1,4,7.835978639061306,-124.03167084025026,-0.2257562520405315,5.213234229448935,26.60818805065541,-25.956025080197705,3.43,1.6,2542.0,6.9,53.58,36,2,Sweeper,66.0
39,SI,94.8,-2.34,4.97,,,,,11.0,R,R,X,1,1,-1.5,0.87,-0.92,2.7,,,,1,4,7.175163461663528,-137.8404540251727,-2.1839665815095057,-20.73917111544108,33.618852337485414,-20.81927403343977,3.43,1.63,2328.0,7.1,53.4,35,3,Sinker,229.0
40,SI,95.0,-2.22,4.99,,,,,13.0,R,R,S,1,0,-1.69,0.39,-1.28,2.01,,,,1,4,6.337738014445767,-138.21861437355338,-3.007297946530909,-23.04131551149458,33.1194885536725,-26.755024450134684,3.43,1.63,2274.0,7.0,53.49,35,2,Sinker,232.0
42,ST,86.7,-2.36,4.95,,,,,9.0,L,R,X,0,1,0.3,0.35,0.56,1.47,,,,0,4,6.438378378657991,-126.21711162741578,-2.874617879256545,1.9303970401007289,25.25446493365215,-28.06111584045931,3.2,1.43,2443.0,6.9,53.65,34,2,Sweeper,88.0
43,FF,95.0,-2.23,5.09,,,,,8.0,L,R,S,0,0,-0.87,1.44,-0.04,1.6,,,,0,4,7.813586319614703,-138.03236779767605,-6.805505592785113,-12.860697326951692,32.716162765283585,-12.413650215785148,3.32,1.51,2404.0,7.3,53.18,34,1,4-Seam Fastball,225.0
44,FF,95.8,-2.08,5.08,,,,,2.0,R,R,X,2,2,-0.59,1.26,-0.07,3.44,,,,2,3,6.747047266111096,-139.3843049663573,-1.5511661633480434,-9.284540715986733,32.66286598424008,-15.674257308586151,3.41,1.56,2440.0,7.2,53.35,29,6,4-Seam Fastball,231.0
45,ST,86.8,-2.16,4.97,,,,,6.0,R,R,S,2,2,0.72,0.6,0.44,2.33,,,,2,3,4.807822631872289,-126.37377737590162,-1.3767792498386386,6.773394185396405,25.14613845818052,-25.66714016853844,3.41,1.56,2512.0,7.0,53.48,29,5,Sweeper,84.0
46,FF,95.9,-2.16,4.97,,,,,12.0,R,R,B,1,2,-0.88,1.28,0.28,4.16,,,,2,3,8.605224814050862,-139.40599967974325,0.632358653677555,-13.5093269506779,32.91442873485351,-15.98772729802058,3.41,1.66,2462.0,7.3,53.23,29,4,4-Seam Fastball,230.0
47,FF,96.8,-2.05,4.98,,,,,5.0,R,R,S,1,1,-1.02,1.33,0.14,2.55,,,,2,3,8.335056923483403,-140.69658696222686,-4.020042572717082,-15.41685470661521,33.23373445787985,-13.758470628171684,3.41,1.56,2477.0,7.3,53.15,29,3,4-Seam Fastball,228.0
48,FF,96.3,-2.17,5.08,,,,,3.0,R,R,S,1,0,-0.85,1.31,0.29,3.4,,,,2,3,8.600254276247261,-139.94443304917291,-1.8429535609679784,-13.144363675979248,32.57283774965526,-14.803852325510906,3.48,1.69,2461.0,7.2,53.3,29,2,4-Seam Fastball,229.0
50,FF,95.6,-2.32,5.05,,,,,11.0,R,R,X,3,2,-0.81,1.3,-0.96,2.88,,,,1,3,5.516052396604452,-139.11318729022344,-3.0172801620825,-11.769858106554071,33.23799335943756,-14.906335455331964,3.43,1.57,2419.0,7.2,53.32,28,9,4-Seam Fastball,230.0
51,FF,96.8,-2.1,4.97,,,,,6.0,R,R,S,3,2,-0.91,1.2,0.35,2.79,,,,1,3,8.757543461611103,-140.72021003160447,-3.013366857148504,-14.102767890874125,34.189936780737675,-15.772520855201432,3.43,1.57,2414.0,7.3,53.24,28,8,4-Seam Fastball,234.0
52,SI,95.3,-2.2,4.96,,,,,11.0,R,R,S,3,2,-1.56,0.59,-1.0,2.59,,,,1,3,6.759152685672226,-138.5900254899055,-1.89676635120322,-21.572233322226268,32.89916493355338,-24.33164219728327,3.43,1.57,2281.0,7.0,53.47,28,7,Sinker,231.0
53,FF,94.9,-2.2,5.01,,,,,11.0,R,R,B,2,2,-0.87,1.14,-0.23,4.27,,,,1,3,7.221840356574721,-137.957535536598,1.243830796360359,-12.796841465085764,33.03244594709314,-18.194424770833763,3.33,1.62,2412.0,7.1,53.43,28,6,4-Seam Fastball,232.0
54,FF,94.3,-2.18,4.96,,,,,6.0,R,R,S,2,2,-0.91,1.39,0.33,2.29,,,,1,3,8.715448559398462,-137.0198367571429,-4.3745769808682615,-13.449241850414989,31.747773599668253,-13.944777907585731,3.43,1.57,2524.0,7.3,53.16,28,5,4-Seam Fastball,231.0
55,SI,96.1,-2.21,4.96,,,,,13.0,R,R,S,2,1,-1.53,0.78,-1.14,2.49,,,,1,3,6.413251741925507,-139.80155144159093,-2.72474551625,-21.473885181335728,32.29240190898586,-21.526346286056363,3.43,1.57,2295.0,7.2,53.28,28,4,Sinker,229.0
56,ST,86.2,-2.27,5.02,,,,,12.0,R,R,B,1,1,1.36,0.4,1.13,2.48,,,,1,3,5.352225591265734,-125.38478270080952,-0.5518461232037958,13.11820023404149,26.69305411938352,-28.11128908243427,3.32,1.56,2685.0,6.9,53.61,28,3,Sweeper,71.0
58,FF,96.7,-2.15,5.15,,,,,5.0,R,R,S,0,0,-0.93,1.32,0.06,2.67,,,,1,3,8.142352644586348,-140.48919908245088,-4.08881055529439,-14.13069247929038,32.78517426385051,-13.993256034207358,3.43,1.57,2487.0,7.1,53.36,28,1,4-Seam Fastball,228.0
60,FF,95.6,-2.18,5.07,,,,,11.0,L,R,B,1,2,-0.86,1.34,-0.32,4.1,,,,0,3,6.92398679820929,-138.99507975472366,0.114380342925889,-12.72459809220419,34.05946448517158,-15.146782001427734,3.7,1.73,2442.0,7.0,53.51,27,4,4-Seam Fastball,232.0
61,FF,96.2,-2.17,5.16,,,,,2.0,L,R,S,1,1,-0.87,1.29,-0.12,3.62,,,,0,3,7.522126488813839,-139.89012026437467,-1.3943819111605014,-13.134036174631058,32.71953764798769,-15.22575164600885,3.62,1.73,2473.0,7.0,53.46,27,3,4-Seam Fastball,229.0
62,FC,92.6,-2.27,5.08,,,,,12.0,L,R,B,0,1,-0.47,0.98,1.01,3.62,,,,0,3,9.523471319292913,-134.63838375269435,-0.0594700150781338,-7.700601900930638,28.084741987455743,-20.474663382958,3.68,1.75,2578.0,7.1,53.41,27,2,Cutter,220.0
63,FF,94.4,-2.12,5.14,,,,,12.0,L,R,S,0,0,-0.8,1.32,0.11,3.8,,,,0,3,7.705726568979736,-137.3399750374111,-0.7156773002637287,-11.857933124310437,31.524216014952223,-15.555003496940053,3.62,1.73,2320.0,7.1,53.43,27,1,4-Seam Fastball,237.0
65,FF,95.5,-2.18,5.11,,,,,2.0,L,R,S,1,1,-0.9,1.14,-0.14,2.86,,,,2,2,7.525208212243553,-138.93356920577904,-2.896270966964324,-13.399165502239912,32.091486044671505,-16.931333695764472,3.41,1.56,2327.0,7.2,53.3,22,3,4-Seam Fastball,226.0
70,FF,95.7,-2.2,5.13,,,,,5.0,R,R,S,1,0,-0.8,1.29,-0.03,2.43,,,,1,2,7.661253685088522,-139.20065103957964,-4.484118695001619,-12.073899103873714,31.768279568133742,-14.637020579468595,3.27,1.61,2324.0,7.3,53.23,21,2,4-Seam Fastball,230.0
71,FF,95.5,-2.28,5.19,,,,,2.0,R,R,B,0,0,-0.65,1.32,0.27,3.38,,,,1,2,8.292983676208594,-138.87989315574936,-2.128494084939916,-10.239832728436658,30.928260795021217,-14.86372839931638,3.34,1.61,2304.0,7.1,53.42,21,1,4-Seam Fastball,227.0
72,FF,94.5,-2.24,5.18,,,,,3.0,L,R,X,1,0,-0.72,1.13,0.37,3.26,,,,0,2,8.567792828885295,-137.46078452600145,-1.870332504487888,-11.068558925795548,30.051342208519028,-17.66946606228648,3.55,1.69,2370.0,7.3,53.22,20,2,4-Seam Fastball,230.0
74,SI,96.7,-2.12,5.06,,,,,4.0,R,R,X,3,1,-1.43,0.62,-0.45,2.24,,,,2,1,7.833749493044666,-140.621274143341,-3.4039322692270795,-20.74697205129486,31.167035915585256,-23.42155107206261,3.34,1.58,2291.0,7.2,53.33,11,5,Sinker,222.0
75,SI,96.2,-2.18,5.04,,,,,13.0,R,R,B,2,1,-1.42,0.53,-1.77,2.22,,,,2,1,4.389363667054269,-140.07582445031358,-3.1312121272135016,-19.63620021611153,31.3721941294192,-24.70060799186024,3.42,1.61,2262.0,7.1,53.37,11,4,Sinker,233.0
76,ST,87.1,-2.2,5.03,,,,,12.0,R,R,B,1,1,0.84,0.42,0.76,3.79,,,,2,1,5.436296839467392,-126.76268341877822,2.3658917162493114,7.932357408568354,26.204253428564783,-28.334452558020665,3.39,1.63,2590.0,6.8,53.67,11,3,Sweeper,80.0
77,ST,87.6,-2.32,5.03,,,,,3.0,R,R,S,1,0,0.45,0.52,0.52,3.15,,,,2,1,5.988025038439388,-127.413265266745,0.5533550474778465,3.65319441102392,26.864802472644573,-26.89875888176205,3.34,1.58,2629.0,6.9,53.6,11,2,Sweeper,86.0
78,SI,95.9,-2.15,4.99,,,,,13.0,R,R,B,0,0,-1.46,0.62,-1.63,2.04,,,,2,1,4.761532627570137,-139.5624604427997,-3.642992433297143,-20.15534097413009,31.68344296591053,-23.493381837364165,3.42,1.59,2171.0,7.1,53.37,11,1,Sinker,235.0
79,FF,96.6,-2.09,5.1,,,,,2.0,R,R,S,0,2,-0.99,1.16,-0.25,3.49,,,,1,1,7.272548869527946,-140.5518708842413,-1.3790700756048124,-14.781500130934363,32.2099309838996,-16.659412832292396,3.43,1.63,2363.0,7.1,53.41,10,3,4-Seam Fastball,232.0
80,SI,96.0,-2.14,5.03,,,,,13.0,R,R,S,0,1,-1.44,0.71,-1.43,2.27,,,,1,1,5.241101194392375,-139.73382479418288,-3.343985506755781,-20.07513003718441,32.564118306302056,-22.379549751839864,3.43,1.63,2222.0,7.1,53.4,10,2,Sinker,233.0
81,FF,97.2,-2.12,5.19,,,,,1.0,R,R,S,0,0,-0.9,1.21,-0.33,3.21,,,,1,1,6.994732709694483,-141.32090203976372,-2.54693201637166,-13.756602679741668,34.47760981439954,-15.641365316571155,3.43,1.63,2448.0,7.3,53.22,10,1,4-Seam Fastball,228.0
82,SI,96.2,-2.17,5.15,,,,,7.0,L,R,X,0,1,-1.54,0.59,-0.64,1.85,,,,0,1,7.645598852778565,-139.82440711700164,-4.493426717983436,-21.949897895350897,34.749583568904825,-23.63073269474099,3.2,1.43,2203.0,7.1,53.43,9,2,Sinker,231.0
83,FF,96.8,-2.12,5.2,,,,,7.0,L,R,S,0,0,-0.95,1.31,-0.41,2.0,,,,0,1,6.8488858299442015,-140.66468623332278,-6.001157949849837,-14.198130279546508,34.78017646015663,-13.622103229992629,3.41,1.56,2302.0,7.2,53.33,9,1,4-Seam Fastball,233.0
84,ST,83.6,-2.17,5.03,,,,,6.0,R,R,X,0,1,1.23,0.31,0.69,2.43,,,,2,7,4.2165164284919125,-121.7539071758172,-0.1762803196011559,11.439926888770676,23.50332645738804,-29.29672411855295,3.34,1.56,2617.0,6.8,53.69,49,2,Sweeper,77.0
85,ST,86.0,-2.26,5.13,,,,,2.0,R,R,S,0,0,1.01,0.4,0.2,3.46,,,,2,7,3.8022165168734015,-125.16913214787996,1.4698198990625435,9.840330661211423,25.24161465434676,-28.463696092255024,3.34,1.56,2609.0,6.5,53.98,49,1,Sweeper,79.0
86,SI,94.3,-2.13,5.09,,,,,7.0,R,R,X,0,1,-1.45,0.48,-0.43,1.79,,,,1,7,7.793383328747637,-137.1097765133008,-3.997656284467322,-20.04696289833751,29.616854757496707,-25.404554110752983,3.38,1.59,2364.0,7.2,53.32,48,2,Sinker,222.0
87,SI,93.4,-2.06,5.13,,,,,13.0,R,R,S,0,0,-1.45,0.54,-0.99,2.33,,,,1,7,6.063303453509339,-135.88535252734778,-2.6431984272354,-19.261206297625343,31.3438689074301,-25.130341052764525,3.38,1.59,2382.0,7.1,53.36,48,1,Sinker,224.0
88,CU,82.1,-2.21,5.18,,,,,13.0,L,R,S,1,2,0.8,-0.94,-0.48,0.71,,,,0,7,2.3623869624216725,-119.59609172828162,-1.754041254602425,7.196278380583361,23.89943895390339,-41.0248367623629,3.43,1.61,2845.0,6.6,53.94,47,5,Curveball,60.0
89,FS,87.4,-2.24,5.17,,,,,13.0,L,R,B,0,2,-1.27,0.55,-0.43,0.5,,,,0,7,7.099486435012484,-126.98324536388776,-6.3331293784283735,-15.22423818221094,24.639825939526183,-25.09661900891135,3.4,1.6,1620.0,7.2,53.27,47,4,Split-Finger,240.0
91,FF,94.0,-2.1,5.25,,,,,12.0,L,R,S,0,1,-0.82,1.3,0.4,3.71,,,,0,7,8.453390917255389,-136.64981080688145,-1.1422726977779316,-12.219300882269126,31.23178674790424,-15.826076308948393,3.43,1.61,2413.0,7.1,53.36,47,2,4-Seam Fastball,234.0
93,ST,86.3,-2.25,5.03,,,,,6.0,R,R,S,0,2,0.91,0.35,0.3,2.86,,,,2,6,4.228051079440231,-125.6727936532105,0.3795166611284767,8.763319702052025,26.643315301133885,-28.80328278360972,3.49,1.62,2556.0,6.5,53.95,42,3,Sweeper,83.0
94,FF,95.5,-2.13,5.2,,,,,2.0,R,R,S,0,1,-0.89,1.19,-0.02,3.14,,,,2,6,7.689247748545653,-138.89731720215815,-2.5048066235097526,-13.261689688384376,30.74267717865828,-16.444954812459468,3.49,1.62,2426.0,7.2,53.3,42,2,4-Seam Fastball,226.0
95,SI,94.6,-2.1,5.08,,,,,13.0,R,R,S,0,0,-1.36,0.43,-1.23,1.79,,,,2,6,5.371960765487102,-137.72692331296548,-3.923677779769199,-18.445374316053737,30.707278406529515,-25.99326927129903,3.49,1.62,2373.0,7.2,53.29,42,1,Sinker,221.0
96,CU,82.8,-2.24,5.21,,,,,5.0,L,R,X,2,1,0.69,-0.73,-0.19,2.44,,,,1,6,3.372189849060732,-120.5546900441816,1.5718214766577463,6.200613007705142,21.724056378033502,-39.78917884441835,3.54,1.74,2789.0,6.8,53.69,41,4,Curveball,63.0
97,FC,92.4,-2.2,5.05,,,,,2.0,L,R,S,2,0,0.02,0.93,-0.06,3.49,,,,1,6,5.474767320811444,-134.57035004023794,-0.2675745486765322,-0.8445709048310095,25.74029646196956,-20.88682865419864,3.45,1.81,2525.0,6.9,53.57,41,3,Cutter,210.0
98,FF,95.2,-2.09,5.19,,,,,11.0,L,R,B,1,0,-0.89,1.05,-1.04,3.79,,,,1,6,4.866720505280842,-138.61703221451157,-0.3878489941575667,-12.587963649574611,29.31131168709707,-18.758390517651144,3.45,1.74,2394.0,7.2,53.27,41,2,4-Seam Fastball,224.0
99,FF,95.6,-2.2,5.19,,,,,11.0,L,R,B,0,0,-0.82,1.2,-0.89,4.54,,,,1,6,5.391907116428269,-139.218130125638,1.2022836408581137,-11.918945657330092,30.61502506488456,-16.96637935822817,3.47,1.79,2414.0,7.0,53.52,41,1,4-Seam Fastball,228.0
100,SI,94.8,-2.07,5.17,,,,,11.0,R,R,X,3,1,-1.52,0.39,-1.38,3.33,,,,0,6,5.296886287273675,-137.94620556153367,0.0470139957694057,-20.55212795919008,32.664630907896175,-27.398674186585723,3.56,1.77,2230.0,7.1,53.37,40,5,Sinker,225.0
101,FF,95.9,-2.08,5.17,,,,,2.0,R,R,S,3,0,-0.83,1.2,-0.05,3.38,,,,0,6,7.349965964970606,-139.4255839544582,-1.8513911692027063,-12.50563398312068,32.067268835099284,-16.37656067971219,3.56,1.77,2454.0,7.1,53.38,40,4,4-Seam Fastball,230.0
102,FF,95.6,-2.04,5.28,,,,,11.0,R,R,B,2,0,-0.73,1.22,-0.93,3.63,,,,0,6,4.669876452866058,-139.2318320602736,-1.5425187489310268,-10.575091236561104,29.197272103091343,-16.0567127583233,3.36,1.79,2504.0,7.1,53.39,40,3,4-Seam Fastball,225.0
103,SI,94.1,-2.07,5.19,,,,,12.0,R,R,B,1,0,-1.55,0.44,0.8,4.0,,,,0,6,11.04805909177013,-136.57119823769216,1.719442789603496,-21.822352240406143,29.54778329380342,-27.23628541824249,3.36,1.79,2343.0,7.1,53.37,40,2,Sinker,228.0
105,SI,94.9,-2.06,5.14,,,,,6.0,R,R,S,1,2,-1.52,0.65,0.76,2.9,,570482.0,593160.0,2,5,10.992923494786556,-137.78492828144638,-1.6075235152794949,-21.84456503763835,31.82645562753492,-23.80715704364512,3.56,1.73,2419.0,7.3,53.19,36,4,Sinker,227.0
106,FF,95.3,-2.09,5.25,,,,,12.0,R,R,S,1,1,-0.66,1.3,0.95,3.13,,570482.0,593160.0,2,5,9.62748869274554,-138.470105974966,-2.8873792612127325,-10.664038873806762,31.277405814643323,-14.987651815370803,3.58,1.77,2625.0,7.2,53.29,36,3,4-Seam Fastball,225.0
108,SI,95.5,-2.12,5.09,,,,,8.0,R,R,S,0,0,-1.49,0.54,-0.02,2.14,,570482.0,593160.0,2,5,9.016807642595063,-138.7695076809644,-3.410159131838507,-21.27412500720312,30.62395241765748,-24.557963924443182,3.58,1.77,2336.0,7.0,53.48,36,1,Sinker,229.0
109,FF,96.1,-2.11,5.23,,,,,5.0,R,R,X,3,2,-0.74,1.23,-0.18,2.76,,,570482.0,2,5,6.88295802070076,-139.78837648384666,-3.806388129049776,-11.260055276254583,30.581594647884355,-15.373812517391777,3.38,1.6,2539.0,7.1,53.4,35,6,4-Seam Fastball,227.0
110,FF,95.0,-2.17,5.26,,,,,3.0,R,R,S,3,1,-0.69,1.3,0.5,3.45,,,570482.0,2,5,8.72255996209722,-138.1308168361145,-2.024931442656367,-10.772255517347451,31.005803056388874,-15.23850936750457,3.38,1.6,2563.0,7.3,53.19,35,5,4-Seam Fastball,227.0
113,FF,94.9,-2.27,5.2,,,,,8.0,R,R,S,1,0,-0.91,1.2,-0.25,1.78,,,570482.0,2,5,7.44974312582094,-137.92643176226312,-6.101771178869164,-13.293470985258468,30.13785846737061,-15.633272631396736,3.27,1.58,2501.0,7.3,53.19,35,2,4-Seam Fastball,230.0
115,FF,95.8,-2.18,5.11,,,,,11.0,R,R,X,2,2,-0.88,1.13,-1.22,3.12,,,,2,5,4.600321031822515,-139.47618597941565,-2.2163346526269154,-12.580658629324011,32.08387749320896,-17.101231730490884,3.43,1.62,2534.0,7.0,53.45,34,8,4-Seam Fastball,232.0
116,FS,86.7,-2.12,5.16,,,,,13.0,R,R,B,1,2,-1.32,0.39,-1.28,1.01,,,,2,5,4.78938862186203,-126.10232610412498,-4.586151587826592,-15.018564774116175,25.708004356682384,-27.2540807426598,3.58,1.68,1494.0,7.2,53.32,34,7,Split-Finger,238.0
