pitch_type,release_speed,release_pos_x,release_pos_z,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis
SL,88.3,-1.24,6.0,,,,,7.0,R,R,X,1,1,0.09,0.13,-0.02,1.46,,,643289.0,1,9,2.800648877915408,-128.5767189275464,-5.292163519831005,0.4570211186061835,26.60623115548373,-29.82300211015713,2.91,1.3,2762.0,6.7,53.83,63,3,Slider,56.0
FF,96.3,-1.22,6.12,,,,,10.0,R,R,S,1,0,0.06,1.58,0.33,3.38,,,643289.0,1,9,3.9816001547661792,-140.0679332353798,-5.3021254678066905,-0.1429260064415796,33.00565793498363,-10.44288101810744,2.91,1.3,2472.0,6.7,53.81,63,2,4-Seam Fastball,188.0
SL,87.8,-1.19,6.06,,,,,9.0,R,R,B,0,0,0.14,0.25,-0.79,3.34,,,643289.0,1,9,0.6749871925766309,-127.9287723186202,-0.9986923336187244,1.4428879162003143,26.27201173169969,-29.39870886522096,2.91,1.27,2723.0,6.7,53.77,63,1,Slider,96.0
SL,87.1,-1.09,5.94,,,,,1.0,R,R,S,3,2,0.13,0.24,-0.26,3.28,,,643289.0,0,9,1.7359787538558538,-126.94919466081502,-0.7563976095873113,1.0372405993840723,24.8683359827294,-29.62829728314404,3.25,1.35,2659.0,6.6,53.86,62,6,Slider,111.0
SL,87.6,-1.23,5.9,,,,,12.0,R,R,B,2,2,0.15,0.03,1.13,1.6,,,643289.0,0,9,5.450541394664035,-127.52423995396283,-4.357374611725166,0.4919493915890844,26.73034883311312,-31.103969868740503,3.27,1.52,2679.0,6.8,53.68,62,5,Slider,110.0
SL,87.6,-1.24,6.03,,,,,1.0,R,R,S,2,1,0.1,0.16,-0.24,3.44,,,643289.0,0,9,2.236993532099706,-127.73558570875444,-0.4994567205530094,0.6231796515971476,24.4611818300911,-30.5444392521139,3.34,1.37,2584.0,6.6,53.87,62,4,Slider,132.0
SL,88.6,-1.26,5.9,,,,,12.0,R,R,B,1,1,0.25,0.09,0.81,0.05,,,643289.0,0,9,4.56347946386293,-128.77261250160038,-8.439333648874042,1.861345123418004,25.827222846645714,-29.66404915336016,3.27,1.52,2802.0,6.6,53.87,62,3,Slider,137.0
FF,95.3,-1.12,6.14,,,,,4.0,R,R,S,1,0,-0.42,1.54,0.03,2.26,,,643289.0,0,9,4.01396554812426,-138.61707826881872,-8.082504286079137,-6.347160612898601,29.90164901414257,-10.704641393552173,3.34,1.52,2467.0,6.6,53.89,62,2,4-Seam Fastball,183.0
SL,87.1,-1.16,6.03,,,,,12.0,R,R,B,0,0,0.07,0.23,0.9,1.09,,,643289.0,0,9,4.826975813720051,-126.73421052887907,-6.226370685965172,-0.1976609879154203,25.078422657331508,-28.689610928507133,3.34,1.52,2573.0,6.7,53.77,62,1,Slider,162.0
SL,88.2,-0.9,6.0,,,,,12.0,R,R,X,0,1,0.25,0.03,0.88,1.14,,,,0,9,3.813604872495711,-128.42545567548635,-5.883992532808459,2.095257340120082,24.173518506116206,-30.900402188984803,3.43,1.63,2892.0,6.5,53.96,61,2,Slider,90.0
SL,87.9,-0.92,6.07,,,,,4.0,R,R,S,0,0,0.23,0.19,-0.15,2.51,,,,0,9,1.3862744968495972,-128.08324569559537,-3.006278612904024,2.3108299391764,23.89109370476101,-29.733298115395325,3.43,1.63,2743.0,6.5,53.95,61,1,Slider,107.0
FF,98.1,-1.07,6.17,,,,,3.0,L,R,X,1,0,-0.63,1.41,-0.54,2.64,,,,2,8,2.922455799952319,-142.7787050509064,-7.353163743637868,-9.314116219207984,32.351101026146786,-11.343195338886568,3.49,1.68,2563.0,6.5,54.05,53,2,4-Seam Fastball,186.0
FF,97.5,-1.01,6.15,,,,,1.0,L,R,B,0,0,0.04,1.43,-0.2,3.71,,,,2,8,2.1132370616321725,-142.0410172464836,-4.361660494637372,0.0341754273130675,32.53287600524816,-12.02251677282772,3.64,1.72,2449.0,6.5,53.96,53,1,4-Seam Fastball,193.0
FF,98.1,-0.73,6.16,,,,,1.0,R,R,X,1,1,-0.09,1.39,0.08,3.56,,,,1,8,2.4151664971504,-142.82946993751446,-4.780595773942514,-1.8181994465132385,33.22557104481112,-12.27070215589736,3.6,1.72,2441.0,6.5,53.98,52,3,4-Seam Fastball,189.0
FF,97.1,-0.85,6.14,,,,,0.0,R,R,S,1,0,-0.35,1.29,-0.45,3.57,,,,1,8,1.8759659143866776,-141.47910405848293,-4.38450300410494,-5.077150935272575,30.002680291123184,-13.958687925079682,3.6,1.72,2418.0,6.4,54.11,52,2,4-Seam Fastball,191.0
ST,83.0,-0.99,5.91,,,,,12.0,R,R,B,0,0,0.83,-1.04,1.32,1.59,,,,1,8,3.6666165265189536,-120.73705634992466,-1.3026218060773478,7.310884291160213,25.91308357597624,-42.20830923983485,3.66,1.72,2915.0,6.4,54.05,52,1,Sweeper,29.0
FF,96.9,-1.09,6.16,,,,,1.0,L,R,X,1,0,-0.1,1.36,0.1,2.84,,,,0,8,3.42422031706072,-141.04811609126608,-6.458223574766175,-2.1691399554917963,31.638605761264845,-12.743586678034616,3.23,1.53,2635.0,6.6,53.93,51,2,4-Seam Fastball,185.0
KC,83.1,-0.82,6.08,,,,,11.0,L,R,B,0,0,0.15,-1.41,-0.32,1.38,,,,0,8,0.8450536830154374,-121.02652084747494,-1.513296523736375,1.3426212382669815,24.55577847986792,-45.90085941354638,3.25,1.53,2730.0,6.5,54.04,51,1,Knuckle Curve,25.0
SL,88.0,-0.88,6.0,,,,,0.0,R,R,X,0,1,0.18,0.02,-0.41,2.81,,,,2,7,0.7386951002770289,-128.15449362569987,-1.631560199986961,1.857767970474805,28.38612926676152,-31.774934725741552,3.17,1.49,2790.0,6.4,54.15,47,2,Slider,90.0
KC,82.5,-0.74,6.05,,,,,8.0,R,R,S,0,0,0.06,-1.4,0.48,1.83,,,,2,7,2.672648654048781,-120.03575119872208,-0.2833127229582364,0.0069186786412886,26.04537323223281,-45.73686660631471,3.17,1.49,2664.0,6.5,53.97,47,1,Knuckle Curve,20.0
FF,97.4,-0.94,6.09,,,,,0.0,R,R,X,2,2,-0.15,1.18,-0.33,2.97,,,,1,7,1.998613338159244,-141.8649845220976,-5.593387648330549,-2.546577926764458,32.583870295053224,-15.194985902723523,3.29,1.6,2420.0,6.5,54.02,46,7,4-Seam Fastball,192.0
SL,89.3,-0.99,6.07,,,,,12.0,R,R,S,2,2,0.36,0.13,1.3,1.88,,,,1,7,4.870585163920228,-130.07827010990198,-4.613663942396227,3.1846882798729164,25.72880254451136,-30.00756990391502,3.29,1.6,2935.0,6.5,54.03,46,6,Slider,91.0
SL,88.8,-0.91,6.01,,,,,12.0,R,R,S,2,2,0.2,-0.11,1.44,1.8,,,,1,7,5.322101436662245,-129.1618791531796,-4.030801903824361,1.093794739322828,27.387497441348287,-32.71844230803205,3.29,1.6,2875.0,6.4,54.12,46,5,Slider,69.0
FF,96.5,-0.67,6.14,,,,,3.0,R,R,S,2,1,-0.17,1.39,-0.52,2.15,,,,1,7,0.7850059325948996,-140.30725331713805,-8.201670210359243,-2.447818343470935,33.76311037245853,-12.105441416311438,3.29,1.6,2488.0,6.5,54.03,46,4,4-Seam Fastball,188.0
KC,81.7,-0.86,5.96,,,,,12.0,R,R,B,1,1,0.27,-1.62,0.58,0.4,,,,1,7,2.731879875772468,-118.82883695746568,-2.684936012161455,1.9356964676016464,27.072969882923623,-46.98389277697272,3.34,1.6,2830.0,6.7,53.83,46,3,Knuckle Curve,24.0
KC,80.4,-0.77,6.09,,,,,7.0,R,R,S,1,0,0.23,-1.43,0.21,2.08,,,,1,7,1.7408674621233158,-116.94237493305326,0.6547932624363839,1.7128001840038816,26.61000037792984,-45.473541341451664,3.29,1.6,2545.0,6.6,53.88,46,2,Knuckle Curve,20.0
KC,82.1,-0.71,6.13,,,,,10.0,R,R,B,0,0,0.16,-1.21,0.55,3.53,,,,1,7,2.556527412930026,-119.47356078845476,2.995638595146648,1.0488627379129392,22.9065133956972,-44.52300539948365,3.36,1.6,2691.0,6.4,54.1,46,1,Knuckle Curve,25.0
SL,88.8,-1.14,6.1,,,,,4.0,L,R,X,2,1,0.13,0.12,0.1,2.54,,,,0,7,2.7706608579354954,-129.3111830647556,-2.952835830106281,0.9380473473646436,25.82440197286969,-30.408340974934884,3.56,1.71,2810.0,6.4,54.09,45,4,Slider,99.0
KC,82.9,-1.08,6.07,,,,,12.0,L,R,S,2,0,0.13,-1.08,0.49,1.31,,,,0,7,3.353557375430713,-120.7700638611594,-2.3503327233508347,0.6469676039433458,21.914577093422,-42.60598389440509,3.56,1.71,2666.0,6.4,54.06,45,3,Knuckle Curve,20.0
KC,81.9,-1.11,6.09,,,,,12.0,L,R,B,1,0,0.17,-1.3,0.08,1.16,,,,0,7,2.363389964246457,-119.24826804594755,-2.020034132053582,1.1194738785654614,25.045458349796355,-44.26658879597054,3.66,1.71,2659.0,6.5,54.04,45,2,Knuckle Curve,17.0
CH,68.1,-0.73,6.3,,,,,9.0,L,R,B,0,0,-0.42,1.32,-1.19,4.1,,,,0,7,-0.1905768152873303,-99.26802257235109,1.5809091243091968,-2.747688127754872,14.997398937434276,-23.86035658129649,3.66,1.71,1578.0,6.4,54.1,45,1,Changeup,178.0
SL,87.4,-1.01,6.1,,,,,6.0,R,R,S,0,2,0.06,0.52,-0.51,1.45,,,518792.0,2,6,1.0705076348772382,-127.2436074825192,-6.173880143766247,0.4660566995354337,25.673029301403712,-25.51764413374633,2.91,1.3,2668.0,6.6,53.9,39,4,Slider,106.0
SL,88.3,-1.2,6.05,,,,,7.0,R,R,S,0,2,0.11,0.23,0.09,1.5,,,518792.0,2,6,2.94795240084092,-128.43769414849956,-5.466980965362054,0.5488098957109505,28.256276346142112,-28.67039785144704,2.91,1.3,2719.0,6.6,53.85,39,3,Slider,93.0
SL,88.5,-1.16,6.08,,,,,5.0,R,R,S,0,1,-0.06,0.24,0.76,2.17,,,518792.0,2,6,4.842044315840482,-128.85504076252707,-3.9986708942019047,-1.6777003932732546,27.09113052623048,-28.81784488904106,2.95,1.3,2758.0,6.6,53.93,39,2,Slider,100.0
SL,87.6,-1.26,5.96,,,,,4.0,R,R,S,0,0,-0.11,0.1,0.25,2.11,,,518792.0,2,6,3.864439154739909,-127.52120096678048,-3.3417385419472247,-2.0389529733102285,28.370429867412163,-30.587384955135224,2.91,1.3,2678.0,6.4,54.08,39,1,Slider,93.0
FF,95.4,-1.04,6.14,,,,,4.0,R,R,X,1,1,0.03,1.42,-0.1,2.74,,,518792.0,1,6,2.419954554525799,-138.83151127576136,-6.540821923554445,-0.1525597818347599,32.002594330855295,-12.508750251178698,3.31,1.52,2332.0,6.6,53.85,38,3,4-Seam Fastball,188.0
FF,95.5,-1.15,6.15,,,,,9.0,R,R,B,0,1,-0.33,1.56,-0.97,4.71,,,518792.0,1,6,1.2133817858034184,-139.1020820694936,-1.6497859620941555,-4.571756624162399,33.597969504447995,-11.899766577923057,3.3,1.52,2460.0,6.4,54.06,38,2,4-Seam Fastball,186.0
FF,95.9,-1.13,6.19,,,,,10.0,R,R,S,0,0,-0.23,1.91,0.27,3.49,,,518792.0,1,6,4.240559646287422,-139.46201982314057,-5.82065213752212,-4.047068479104511,34.33789554766319,-6.223663799088945,3.31,1.52,2574.0,6.6,53.9,38,1,4-Seam Fastball,193.0
SL,88.0,-1.15,5.99,,,,,8.0,R,R,X,0,0,-0.17,0.35,0.44,1.56,,,518792.0,0,6,4.232677471036388,-128.08042585368915,-5.396849892892134,-2.7337680305509457,26.75091724527744,-27.421474514441663,3.43,1.63,2580.0,6.6,53.9,37,1,Slider,131.0
FF,96.9,-0.97,6.13,,,,,5.0,L,R,X,2,0,-0.33,1.53,0.46,2.78,,,,0,6,4.620504234493311,-140.9225151917305,-6.896401653003458,-5.534424264496313,33.59199860442995,-10.432788366335044,3.49,1.68,2540.0,6.6,53.94,36,3,4-Seam Fastball,186.0
FF,97.1,-1.04,6.23,,,,,9.0,L,R,B,1,0,-0.23,1.7,-1.17,4.33,,,,0,6,0.1570929704213232,-141.3940685558364,-3.445299053469065,-3.102898275513338,33.97588088224143,-8.83670620074546,3.71,1.7,2692.0,6.3,54.15,36,2,4-Seam Fastball,193.0
FF,97.5,-1.02,6.23,,,,,9.0,L,R,B,0,0,-0.29,1.47,-1.38,2.9,,,,0,6,-0.3043453808718841,-141.94565112550634,-6.840522732493666,-3.789827164551277,32.93238998391724,-10.957381745963556,3.71,1.68,2548.0,6.5,54.04,36,1,4-Seam Fastball,185.0
SL,89.1,-0.98,5.95,,,,,12.0,R,R,S,1,2,0.15,-0.1,1.27,0.99,,,,2,5,5.240157654371947,-129.58148641791053,-5.908232779033393,0.4693046776243528,29.77932891190858,-32.1380177938002,3.6,1.72,2755.0,6.5,53.95,31,4,Slider,106.0
KC,82.7,-0.81,6.13,,,,,4.0,R,R,S,1,1,0.26,-1.51,-0.23,2.37,,,,2,5,0.8107706893473088,-120.3281829513719,0.967619862736382,2.3547195477541094,26.142701262278976,-47.18889246399031,3.6,1.72,2819.0,6.3,54.16,31,3,Knuckle Curve,22.0
KC,82.9,-0.75,6.05,,,,,12.0,R,R,B,0,1,0.37,-1.36,0.45,1.35,,,,2,5,2.027961027603934,-120.69335461317591,-1.5311650344818355,3.1147357992212377,26.366291071882948,-45.28031774253196,3.68,1.72,2760.0,6.5,54.01,31,2,Knuckle Curve,22.0
FF,97.5,-0.85,6.19,,,,,12.0,R,R,S,0,0,-0.16,1.29,1.65,2.26,,,,2,5,7.09911335102027,-141.66034893473326,-8.02622744215845,-3.781281219879485,32.844158743972564,-13.146057550544011,3.6,1.72,2663.0,6.5,54.03,31,1,4-Seam Fastball,190.0
FF,97.0,-1.01,6.17,,,,,2.0,L,R,X,1,1,0.17,1.38,0.37,2.97,,,,1,5,3.3023008488501344,-141.0942426810938,-6.146011044583717,1.5324672280833966,33.927016342645096,-12.533796624547028,3.23,1.53,2674.0,6.5,54.01,30,3,4-Seam Fastball,180.0
KC,82.7,-1.04,6.09,,,,,11.0,L,R,B,0,1,0.23,-1.44,-1.0,0.82,,,,1,5,-0.3507812289324489,-120.27287726336696,-2.5588918677139123,2.308855891539782,27.717245775356734,-45.64880854170393,3.43,1.53,2779.0,6.4,54.1,30,2,Knuckle Curve,18.0
KC,80.6,-0.98,6.06,,,,,0.0,L,R,S,0,0,0.04,-1.28,-0.55,2.78,,,,1,5,0.8994547480471632,-117.32581051392384,1.9178500171362176,0.1730272544458664,25.79550624582323,-44.51240302438511,3.34,1.53,2602.0,6.4,54.14,30,1,Knuckle Curve,22.0
SL,87.7,-0.9,6.07,,,,,5.0,R,R,X,1,2,-0.1,0.26,0.31,2.25,,,,0,5,3.1484609695610293,-127.73869781190412,-3.6423401104750095,-1.7982392847023398,27.29987574671553,-28.72339121597848,3.17,1.49,2683.0,6.4,54.08,29,4,Slider,95.0
KC,81.4,-1.01,6.04,,,,,8.0,R,R,S,1,1,0.24,-1.32,0.69,1.98,,,,0,5,3.381563019926243,-118.45049079982934,0.120068675946287,1.489041237739946,25.85082688306576,-44.77489208006956,3.17,1.49,2843.0,6.5,54.05,29,3,Knuckle Curve,22.0
FF,96.4,-0.7,6.27,,,,,10.0,R,R,B,0,1,-0.42,1.1,0.48,5.18,,,,0,5,4.108852439136359,-140.34023517946162,0.1884734179842848,-6.498313942874196,32.64371156632629,-17.986597554635313,3.21,1.49,2557.0,6.4,54.1,29,2,4-Seam Fastball,177.0
KC,81.8,-0.62,6.05,,,,,11.0,R,R,S,0,0,0.15,-1.15,-0.04,0.86,,,,0,5,1.0229100245420353,-119.06600303817416,-2.869885196175846,1.2304860218855085,24.8537417200407,-42.6554207325654,3.17,1.49,2531.0,6.5,53.96,29,1,Knuckle Curve,21.0
SL,88.4,-1.0,6.11,,,,,1.0,R,R,S,3,2,0.12,0.34,-0.21,3.22,,,,2,4,1.681119708789541,-128.81849527498608,-1.7017527934620866,0.9684231625244846,26.824478077325665,-28.2015557100373,3.29,1.6,2849.0,6.4,54.05,24,7,Slider,98.0
FF,97.4,-0.83,6.09,,,,,4.0,R,R,S,3,2,-0.09,1.48,0.25,2.23,,,,2,4,3.131196953341428,-141.5571015468114,-8.203411003593434,-1.971957953072487,34.53483199367476,-10.634561972429834,3.29,1.6,2610.0,6.4,54.13,24,6,4-Seam Fastball,193.0
FF,97.9,-0.72,6.13,,,,,12.0,R,R,B,2,2,-0.12,1.49,0.44,1.4,,,,2,4,3.406515726602648,-142.19425582048473,-10.67926936137778,-2.4257493409006257,34.48033814931469,-9.618881555938552,3.3,1.53,2580.0,6.4,54.1,24,5,4-Seam Fastball,188.0
FF,98.2,-0.78,6.27,,,,,9.0,R,R,B,1,2,-0.15,1.46,-0.4,4.32,,,,2,4,1.36225640061598,-142.9394006481357,-3.137460516706933,-2.3463205418699,35.38912163383572,-11.725331509273692,3.36,1.57,2489.0,6.3,54.19,24,4,4-Seam Fastball,187.0
ST,85.1,-1.13,5.94,,,,,12.0,R,R,B,0,2,0.91,-0.82,1.46,0.16,,,,2,4,4.259773895134159,-123.80537621505086,-5.549331185183883,8.34598157207848,27.907919354481404,-39.4980097983394,3.34,1.59,2963.0,6.6,53.87,24,3,Sweeper,31.0
ST,82.9,-1.17,5.96,,,,,9.0,R,R,S,0,1,1.18,-0.98,-0.02,3.52,,,,2,4,0.3183985520180362,-120.56075012014712,2.929298032063328,11.315874860226996,27.176311834126945,-42.57253149850823,3.25,1.49,2858.0,6.3,54.19,24,2,Sweeper,32.0
SL,88.5,-0.92,6.08,,,,,0.0,R,R,S,0,0,0.02,0.2,-0.54,2.9,,,,2,4,0.8659815308436952,-129.03556469287847,-2.162030567921586,0.1073762160240544,25.144354980638862,-29.670779228318967,3.3,1.6,2833.0,6.3,54.19,24,1,Slider,79.0
SL,88.1,-1.34,6.05,,,,,11.0,L,R,X,2,2,-0.09,0.29,-0.69,1.58,,,,1,4,1.7505472389424246,-128.28500867275673,-5.364708440763629,-1.3514196153614368,26.78041204951894,-28.03740258645153,3.56,1.71,2783.0,6.3,54.19,23,5,Slider,92.0
KC,83.0,-1.21,6.02,,,,,12.0,L,R,B,1,2,0.47,-1.54,2.21,-0.53,,,,1,4,6.895501092352117,-120.55324400896508,-5.335810354368248,2.980294607008163,27.670874891457604,-46.00635300810504,3.66,1.71,2866.0,6.4,54.11,23,4,Knuckle Curve,19.0
FF,97.3,-1.12,6.27,,,,,0.0,L,R,S,1,1,-0.07,1.23,-0.68,3.18,,,,1,4,1.3495825485234614,-141.7086617292369,-5.5856158526435005,-1.2443552090558931,32.83806014116219,-14.515062048843715,3.73,1.71,2519.0,6.3,54.2,23,3,4-Seam Fastball,194.0
FF,98.0,-0.96,6.32,,,,,0.0,L,R,S,1,0,-0.34,1.32,-0.44,3.56,,,,1,4,2.1652415424406293,-142.66868980799936,-4.993423313566521,-5.088549917145397,33.01301911063392,-13.263321082267082,3.56,1.71,2448.0,6.2,54.25,23,2,4-Seam Fastball,187.0
KC,80.5,-1.54,6.12,,,,,9.0,L,R,B,0,0,0.68,-1.21,-1.25,3.13,,,,1,4,-0.6410569120110339,-117.09792624031616,2.4195164266210707,6.32717596475764,25.67568431914476,-43.9322495464072,3.55,1.63,2842.0,6.1,54.38,23,1,Knuckle Curve,20.0
SL,88.9,-0.96,6.13,,,,,8.0,R,R,X,1,1,0.1,0.34,0.64,1.24,,,,0,4,3.720347474199686,-129.30811085217417,-6.676656582550671,0.3438521873632182,26.76078451389848,-27.17514750333159,2.91,1.3,2828.0,6.4,54.07,22,3,Slider,91.0
SL,88.0,-0.8,6.11,,,,,12.0,R,R,B,0,1,0.2,0.04,1.18,1.39,,,,0,4,4.387785556193122,-128.1256394428368,-5.489637982548948,1.3644961074257331,25.129867754326888,-30.81933556233798,2.89,1.3,2775.0,6.5,54.05,22,2,Slider,75.0
SL,88.0,-0.76,6.15,,,,,12.0,R,R,S,0,0,0.23,-0.09,0.85,0.92,,,,0,4,3.424751410110152,-128.1015612571632,-6.456253964918973,1.9595533905552505,23.68662660212185,-32.21217546896116,2.91,1.3,2907.0,6.4,54.06,22,1,Slider,73.0
KC,80.4,-0.8,6.08,,,,,3.0,R,R,X,0,1,0.13,-1.65,-0.62,2.19,,,,2,3,0.1560289372749208,-116.93561647521835,1.38990253253515,1.1266751702438187,27.12565198771099,-47.66678867883993,3.31,1.52,2827.0,6.5,53.99,16,2,Knuckle Curve,18.0
SL,85.9,-0.88,6.09,,,,,1.0,R,R,S,0,0,0.33,0.04,-0.14,3.35,,,,2,3,1.1040943171909368,-125.04242181434437,-0.2816033960324257,3.160463288561477,27.242308160836977,-31.87718809411271,3.31,1.46,2711.0,6.4,54.06,16,1,Slider,71.0
FF,98.2,-0.83,6.12,,,,,4.0,R,R,X,3,2,-0.47,1.31,-0.24,2.63,,,,1,3,2.705495742391418,-142.7676794018702,-6.989811167683467,-7.089140364918834,36.09939193424329,-12.827599638361551,3.43,1.63,2403.0,6.5,54.01,15,7,4-Seam Fastball,192.0
FF,97.9,-0.72,6.14,,,,,5.0,R,R,S,3,2,-0.15,1.58,0.39,2.75,,,,1,3,3.351281856245214,-142.34595697067354,-7.261433080919342,-2.878764609690964,35.21769567990064,-9.306016078106534,3.43,1.63,2566.0,6.5,53.95,15,6,4-Seam Fastball,183.0
SL,86.9,-0.75,6.1,,,,,1.0,R,R,S,3,1,-0.03,0.11,-0.24,3.45,,,,1,3,1.2686471996335962,-126.64013762305936,-0.4050918935328405,-0.539526644959747,26.56954199213335,-31.13438828628565,3.43,1.63,2685.0,6.4,54.12,15,5,Slider,101.0
FF,96.1,-0.69,6.11,,,,,12.0,R,R,S,3,0,-0.12,1.8,0.97,2.11,,,,1,3,4.682363127172566,-139.53435563430094,-9.077404935171886,-2.688184555210678,33.385416382888465,-6.742775036207395,3.45,1.63,2542.0,6.5,54.0,15,4,4-Seam Fastball,186.0
SL,86.6,-0.95,6.17,,,,,9.0,R,R,B,2,0,0.02,0.32,-1.05,3.93,,,,1,3,-0.2988130729724119,-126.22761036079612,0.1654619665164548,0.3182336653129814,25.41810723085877,-28.97832365908721,3.51,1.63,2860.0,6.3,54.17,15,3,Slider,86.0
SL,87.2,-0.88,6.08,,,,,12.0,R,R,B,1,0,0.02,-0.02,1.15,0.55,,,,1,3,4.853227207416215,-126.74427883069764,-7.073330397881317,-0.8154802083209908,26.71947664279239,-31.119339679342566,3.51,1.63,2914.0,6.4,54.1,15,2,Slider,72.0
SL,87.2,-0.85,6.07,,,,,12.0,R,R,B,0,0,0.05,0.11,1.13,1.66,,,,1,3,4.658393017609883,-126.90395718955872,-4.653946969164731,-0.4191454335974899,27.41839452530473,-30.153209462672464,3.53,1.63,2810.0,6.4,54.1,15,1,Slider,92.0
SL,86.2,-1.27,5.92,,,,,11.0,L,R,S,1,2,0.26,-0.1,-0.38,0.58,,,,0,3,1.5724567714896895,-125.5075718847944,-6.30786840508946,2.495044765470147,24.15163967526045,-32.21681641952096,3.49,1.68,2730.0,6.5,54.04,14,5,Slider,86.0
SL,86.4,-1.44,6.04,,,,,9.0,L,R,S,1,2,0.25,0.27,-0.94,2.72,,,,0,3,0.6774744240656637,-125.8142864331058,-2.2624383688675653,2.5112546442534565,25.51604673458508,-29.06414386036777,3.49,1.68,2932.0,6.3,54.22,14,4,Slider,58.0
FF,95.8,-1.22,6.17,,,,,9.0,L,R,B,0,2,-0.33,1.52,-0.87,3.0,,,,0,3,1.6436134546268495,-139.41977625393594,-6.207328563490995,-4.648090312614679,31.954108114351307,-11.160510322789584,3.71,1.68,2518.0,6.3,54.21,14,3,4-Seam Fastball,195.0
FF,94.8,-0.9,6.27,,,,,10.0,L,R,S,0,1,-0.31,1.56,0.64,3.77,,,,0,3,4.706144040089708,-137.91693399085756,-4.314257393002295,-5.009225594208478,32.2720158625045,-11.52517219497008,3.49,1.68,2582.0,6.3,54.18,14,2,4-Seam Fastball,188.0
FF,95.6,-1.13,6.18,,,,,3.0,L,R,S,0,0,-0.52,1.56,-0.67,2.68,,,,0,3,2.399202136832425,-139.0660536431888,-7.103264351483111,-7.337528514766447,33.41487964152736,-10.551565609799852,3.48,1.68,2547.0,6.5,54.02,14,1,4-Seam Fastball,192.0
FF,96.8,-0.63,6.27,,,,,2.0,R,R,X,1,2,-0.11,1.59,0.63,3.72,,,,2,2,3.606075702054039,-140.75830722669883,-4.799862360339379,-2.3468191611013234,35.750562809208056,-10.234601062572583,3.6,1.72,2575.0,6.3,54.24,9,4,4-Seam Fastball,196.0
FF,96.8,-0.77,6.17,,,,,10.0,R,R,S,1,1,-0.18,1.56,0.94,2.72,,,,2,2,4.980774027402304,-140.81773941138212,-7.2152607182163555,-3.502034912848046,32.83899516816249,-9.99669513130758,3.6,1.72,2596.0,6.4,54.08,9,3,4-Seam Fastball,185.0
KC,81.9,-0.8,5.94,,,,,12.0,R,R,B,0,1,0.03,-1.61,1.14,-0.33,,,,2,2,4.342894479397354,-118.99484530715704,-4.331727504131259,-0.7599431458019594,27.33992174845703,-46.47842098845064,3.71,1.72,2750.0,6.4,54.1,9,2,Knuckle Curve,18.0
FF,96.0,-0.76,6.2,,,,,5.0,R,R,S,0,0,-0.34,1.79,0.41,2.78,,,,2,2,3.848158143808512,-139.48620543743556,-7.443595048471977,-5.300374382391353,34.801470306496455,-7.366130864046226,3.72,1.72,2689.0,6.4,54.09,9,1,4-Seam Fastball,191.0
FF,95.0,-0.96,6.26,,,,,2.0,L,R,X,0,0,-0.03,1.63,0.48,3.33,,,,1,2,3.847738271570932,-138.06626120489423,-5.594971157863093,-1.3020882888491214,34.83986815187538,-10.290443359742897,3.23,1.53,2541.0,6.5,54.04,8,1,4-Seam Fastball,181.0
SL,86.8,-0.94,6.08,,,,,10.0,R,R,X,2,2,-0.02,0.23,1.06,2.46,,,,0,2,4.838968154028066,-126.25916269402956,-2.917319213620744,-1.2820294492836637,27.45858173998121,-29.273604492359286,3.17,1.49,2735.0,6.4,54.06,7,5,Slider,104.0
FF,95.4,-0.7,6.25,,,,,10.0,R,R,S,2,1,0.03,1.41,1.16,3.33,,,,0,2,4.826424721038454,-138.81217692935112,-5.175553695991831,-0.8210589658139341,33.13441363742435,-13.047660771615384,3.17,1.49,2513.0,6.3,54.18,7,4,4-Seam Fastball,190.0
SL,86.2,-0.94,5.97,,,,,1.0,R,R,S,2,0,0.11,0.27,0.19,2.66,,,,0,2,2.451773340311408,-125.55421067648328,-2.2012369031498804,0.6851639479189306,26.259054819454605,-29.052775845391885,3.17,1.49,2610.0,6.3,54.22,7,3,Slider,98.0
SL,86.3,-0.83,6.08,,,,,12.0,R,R,B,1,0,0.28,0.16,1.3,1.28,,,,0,2,4.5101044666005246,-125.57465061856456,-5.556156750110797,2.120366437027225,24.701205944819986,-29.575678550109995,3.21,1.49,2717.0,6.3,54.18,7,2,Slider,81.0
SL,84.5,-0.82,6.08,,,,,12.0,R,R,B,0,0,0.45,-0.09,1.28,0.85,,,,0,2,4.008799548076331,-122.99636598272036,-5.641861701539941,3.7693710596482006,24.67353237529736,-32.19406586294181,3.17,1.49,2803.0,6.4,54.12,7,1,Slider,60.0
FF,97.0,-0.73,6.22,,,,,1.0,R,R,X,0,0,-0.46,1.48,0.09,2.94,,,,2,1,3.23038260553144,-141.22989203905328,-6.655699707797673,-6.825424058913389,31.35359183194206,-11.067733664853796,3.29,1.6,2596.0,6.4,54.06,3,1,4-Seam Fastball,188.0
