,pitch_type,release_speed,release_pos_x,release_pos_z,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis
2631,,,,,,,,,,R,R,B,1,2,,,,,,,,1,1,,,,,,,,,,,,5,4,,
2632,,,,,,,,,,R,R,S,1,1,,,,,,,,1,1,,,,,,,,,,,,5,3,,
2633,,,,,,,,,,R,R,B,0,1,,,,,,,,1,1,,,,,,,,,,,,5,2,,
2634,,,,,,,,,,R,R,S,0,0,,,,,,,,1,1,,,,,,,,,,,,5,1,,
2635,,,,,,,,,,R,R,X,0,0,,,,,,,,0,1,,,,,,,,,,,,4,1,,
2636,CH,83.2,-3.24,5.28,,,,,4.0,R,R,X,1,2,-1.12,0.18,-0.61,2.34,608841.0,600869.0,,2,3,8.222293425966717,-121.13557811202446,-0.7784054085545614,-12.424099344802322,18.2699070097788,-30.46118577422931,3.49,1.72,1448.0,6.3,54.22,22,4,Changeup,261.0
2637,FF,94.1,-3.28,5.38,,,,,9.0,R,R,S,1,1,-0.99,1.25,0.29,2.02,608841.0,600869.0,,2,3,11.424522903615388,-136.5403851779638,-5.79495879535474,-14.758429255897989,28.27849511969941,-15.36894978738075,3.49,1.72,2269.0,6.3,54.19,22,3,4-Seam Fastball,229.0
2638,SL,81.9,-3.32,5.35,,,,,5.0,R,R,S,1,0,0.28,0.18,-0.21,2.68,608841.0,600869.0,,2,3,6.423062023968874,-119.14474501389046,0.211679440126864,1.386670600883689,24.01974235625473,-30.74197594779548,3.49,1.72,2213.0,6.0,54.52,22,2,Slider,154.0
2639,FF,93.2,-3.09,5.56,,,,,12.0,R,R,B,0,0,-0.92,1.24,1.42,3.12,608841.0,600869.0,,2,3,13.504240102792728,-135.15130176006264,-3.2193440521070205,-14.07181545781267,27.7613886639234,-16.38072256116458,3.49,1.72,2213.0,6.2,54.35,22,1,4-Seam Fastball,221.0
2640,CH,82.8,-3.16,5.47,,,,,5.0,L,R,X,2,1,-1.47,-0.08,-0.19,2.39,,,608841.0,2,3,9.640278761648444,-120.22999987721852,-0.3804333432583482,-16.091162285562444,22.388255232000528,-33.054593520227336,3.31,1.62,1560.0,6.4,54.06,21,4,Changeup,258.0
2642,FF,93.7,-3.19,5.41,,,,,2.0,L,R,S,1,0,-1.1,1.07,0.02,3.17,,,608841.0,2,3,10.629900595388762,-136.15454594051587,-2.4099190928796466,-15.990857226308638,28.769644919084083,-18.48496058581476,3.31,1.62,2384.0,6.0,54.49,21,2,4-Seam Fastball,226.0
2644,SL,83.0,-3.21,5.57,,,,,9.0,R,R,X,0,1,0.17,0.17,0.32,2.26,,,,2,3,7.691519109435293,-120.70942307706596,-1.4860533341009985,0.34111051426604,20.851503024509068,-30.433714076204623,3.63,1.73,2173.0,6.0,54.5,20,2,Slider,139.0
2645,CU,72.5,-3.1,5.67,,,,,4.0,R,R,S,0,0,1.22,-0.65,-0.37,2.7,,,,2,3,3.355960305360764,-105.55334322396068,2.503793914958922,8.699327123706635,16.20112976629445,-37.65384259075182,3.63,1.73,2704.0,6.3,54.19,20,1,Curveball,61.0
2646,FF,93.2,-3.07,5.6,,,,,3.0,L,R,X,0,0,-0.46,1.19,0.72,3.26,,,669743.0,2,3,10.702597980181771,-135.35316898453672,-2.8641090576323665,-7.909131705667029,27.83262762796642,-17.113634819688656,3.55,1.75,2223.0,6.2,54.3,19,1,4-Seam Fastball,219.0
2647,SL,83.2,-3.28,5.33,,,,,9.0,R,R,X,1,2,0.08,-0.03,0.53,1.54,645302.0,,,2,3,8.52399262097066,-120.94567803230046,-2.169643527496375,-0.912046369951791,23.398091908686123,-32.28123336310743,3.32,1.63,2256.0,6.0,54.53,18,5,Slider,99.0
2648,FF,95.3,-3.14,5.42,,,,,11.0,R,R,B,0,2,-0.67,1.23,-0.4,3.65,645302.0,,,2,3,8.676790522763282,-138.62786135814395,-1.7746275991209135,-10.550748099394024,29.263503834706405,-16.070374585366505,3.32,1.63,2332.0,6.2,54.28,18,4,4-Seam Fastball,229.0
2649,FF,96.2,-3.11,5.27,,,,,9.0,R,R,S,0,2,-0.88,1.37,0.52,2.04,645302.0,,,2,3,11.586715262482755,-139.4185670981564,-5.99473088107982,-14.21402453555947,33.24835917233682,-13.110606901806346,3.32,1.63,2419.0,6.3,54.19,18,3,4-Seam Fastball,225.0
2650,CU,74.6,-3.17,5.62,,,,,2.0,R,R,S,0,1,1.31,-0.78,-0.18,2.81,645302.0,,,2,3,3.836304379015585,-108.36764344530188,2.954605288071863,9.376004696236198,22.05438897282929,-39.11916301624314,3.32,1.63,2702.0,6.3,54.22,18,2,Curveball,62.0
2651,FF,95.1,-3.31,5.24,,,,,1.0,R,R,S,0,0,-0.95,1.25,-0.37,3.24,645302.0,,,2,3,9.79647071021993,-138.25437919388756,-2.4148537437327766,-14.201212145814358,27.553181676031,-15.759851268461375,3.32,1.63,2355.0,6.1,54.36,18,1,4-Seam Fastball,228.0
2652,FC,87.8,-3.31,5.32,,,,,5.0,L,R,X,0,0,-0.08,0.82,-0.27,2.66,545121.0,645302.0,,1,3,7.466151689505125,-127.757046640917,-2.0867750941346044,-2.200269221347914,22.16739442276698,-22.940086242561147,3.53,1.62,2500.0,6.0,54.49,17,1,Cutter,208.0
2653,FF,96.0,-3.2,5.38,,,,,4.0,R,R,S,1,2,-0.86,1.23,-0.31,2.62,545121.0,645302.0,,0,3,9.560108649531015,-139.5246466654527,-4.509707911721362,-13.265556883020944,29.021260027827548,-15.287732878090274,3.39,1.64,2481.0,6.3,54.22,16,4,4-Seam Fastball,224.0
2654,FF,94.4,-3.25,5.27,,,,,8.0,R,R,S,1,1,-1.09,1.35,0.14,2.1,545121.0,645302.0,,0,3,11.166265763880665,-136.88371933606453,-5.456646478355829,-16.19598313439355,31.71599681278336,-14.15699755854425,3.39,1.64,2450.0,6.2,54.34,16,3,4-Seam Fastball,228.0
2655,SL,82.8,-3.31,5.36,,,,,6.0,R,R,S,1,0,0.32,0.05,0.75,2.6,545121.0,,645302.0,0,3,8.609679962450308,-120.38185663880184,0.04928735528769,1.5922083486973568,21.378341829405823,-31.94325363806808,3.39,1.64,2338.0,6.2,54.31,16,2,Slider,108.0
2657,FF,95.4,-3.24,5.44,,,,,11.0,R,R,B,1,2,-0.87,1.38,-0.09,4.87,,545121.0,,0,3,10.201257282466107,-138.58363766349504,1.0414604287331386,-13.534245887800775,31.72049912916392,-14.917862004466045,3.38,1.51,2428.0,6.2,54.26,15,4,4-Seam Fastball,225.0
2659,FF,93.6,-3.17,5.53,,,,,12.0,R,R,S,0,1,-0.73,1.39,0.91,3.15,,,545121.0,0,3,12.111338851793937,-135.85578916862008,-3.4447020469969307,-11.657717948031232,28.964311663656467,-14.319811231646216,3.38,1.51,2382.0,6.2,54.26,15,2,4-Seam Fastball,223.0
2660,FF,92.6,-3.23,5.51,,,,,3.0,R,R,S,0,0,-0.75,1.34,0.42,3.29,,,545121.0,0,3,10.882343122447065,-134.4285736851701,-2.754633677661778,-11.459761220265127,29.28405355771252,-15.459505914975242,3.38,1.51,2403.0,6.1,54.42,15,1,4-Seam Fastball,225.0
2661,FF,93.6,-3.24,5.51,,,,,11.0,L,R,X,1,2,-1.03,1.23,-0.26,3.99,,,,0,3,9.85614929623498,-136.0386397893436,-0.9076652749434576,-14.864144976916984,27.9065826237145,-16.774307224170297,3.26,1.48,2480.0,5.9,54.56,14,4,4-Seam Fastball,225.0
2662,CH,82.3,-3.19,5.44,,,,,9.0,L,R,S,1,1,-1.24,0.17,0.8,1.93,,,,0,3,11.414852338893802,-119.47236552121142,-1.855993074293379,-13.856375226237786,18.427433822956225,-30.35068999974995,3.26,1.48,1668.0,6.3,54.21,14,3,Changeup,258.0
2663,FF,91.8,-3.17,5.67,,,,,5.0,L,R,S,1,0,-1.01,1.27,-0.13,2.12,,,,0,3,9.786509193154568,-133.33490430587966,-5.896037520599848,-13.994053752721834,24.81503088845808,-15.865540308631743,3.26,1.48,2336.0,5.9,54.6,14,2,4-Seam Fastball,223.0
2665,SL,83.4,-3.34,5.5,,,,,9.0,R,R,S,0,0,-0.24,0.23,0.69,2.2,,,,2,2,9.685699012672996,-121.09908213137348,-1.5561505353660294,-4.329029664281225,24.51091279259945,-29.820868596616407,3.49,1.72,2294.0,6.1,54.44,10,1,Slider,166.0
2666,CU,74.2,-3.13,5.62,,,,,4.0,L,R,X,3,2,1.33,-0.84,-0.3,2.5,,,,1,2,3.444333575626998,-107.9789519517078,2.353889172248816,9.716752574039596,20.069490969733,-39.35156304389786,3.31,1.62,2678.0,6.2,54.3,9,7,Curveball,58.0
2667,FF,93.4,-3.11,5.66,,,,,12.0,L,R,B,2,2,-1.15,1.15,1.0,2.8,,,,1,2,12.97981364374109,-135.46227076121718,-4.131709495724266,-16.861567788526777,26.859663987738177,-17.265481898044413,3.31,1.62,2276.0,6.0,54.49,9,6,4-Seam Fastball,220.0
2668,CH,81.8,-3.26,5.52,,,,,5.0,L,R,S,2,2,-0.9,0.31,-0.16,2.17,,,,1,2,8.720202881432131,-118.90578493663446,-1.6669072992634355,-10.081842707476888,19.17678821266472,-29.108925447657235,3.31,1.62,1439.0,6.3,54.22,9,5,Changeup,263.0
2669,FF,93.5,-3.22,5.64,,,,,13.0,L,R,B,1,2,-1.1,1.15,-1.34,2.39,,,,1,2,7.221932288463483,-136.0469759089388,-5.226122117669372,-15.175156234048451,25.57515508677693,-16.849903342107282,3.31,1.62,2390.0,5.9,54.56,9,4,4-Seam Fastball,224.0
2670,FF,93.7,-3.12,5.8,,,,,11.0,L,R,B,0,2,-0.89,1.27,-0.51,4.84,,,,1,2,8.651558987607352,-136.37326994213618,0.3688201397015177,-12.838549600945026,25.778136285076776,-16.378021216944255,3.31,1.62,2353.0,5.9,54.57,9,3,4-Seam Fastball,222.0
2672,FF,92.0,-3.22,5.74,,,,,1.0,L,R,S,0,0,-0.88,1.38,-0.4,3.18,,,,1,2,8.977190500487936,-133.77800814045918,-3.700743253909658,-12.241171360994654,23.675589364979988,-14.8000542581798,3.31,1.62,2352.0,6.0,54.53,9,1,4-Seam Fastball,223.0
2674,FF,92.3,-3.17,5.73,,,,,2.0,R,R,S,1,0,-0.84,1.22,-0.07,3.46,,,,0,2,9.664398992759644,-134.14665904612755,-2.592774359596604,-12.203900284790627,27.106372600296577,-17.046483692429035,3.63,1.73,2382.0,6.0,54.49,8,2,4-Seam Fastball,222.0
2675,FF,92.2,-3.24,5.78,,,,,11.0,R,R,B,0,0,-0.82,1.33,-0.34,4.46,,,,0,2,9.058840836286098,-133.93124447635984,-0.4102412923511002,-11.825744662235126,29.23539883693907,-16.287242740051845,3.63,1.73,2360.0,5.9,54.56,8,1,4-Seam Fastball,218.0
2676,FF,94.1,-3.07,5.65,,,,,3.0,L,R,X,1,2,-0.82,1.23,0.46,3.16,,,,2,1,10.874924589171206,-136.7323279414185,-3.525365172762336,-12.447893807835923,25.856959570443337,-15.992116299979724,3.55,1.75,2484.0,5.9,54.57,3,4,4-Seam Fastball,225.0
2677,FF,93.6,-3.12,5.76,,,,,1.0,L,R,S,1,1,-1.0,1.29,-0.39,3.17,,,,2,1,9.149333371054633,-136.09041615639828,-3.7721047073641207,-14.338999984101394,28.482514115741623,-15.48478328403086,3.55,1.75,2400.0,5.9,54.63,3,3,4-Seam Fastball,222.0
2678,CU,72.2,-3.06,5.96,,,,,11.0,L,R,B,0,1,1.05,-0.79,-1.78,2.92,,,,2,1,0.7541965719941706,-105.16803607863908,2.6996144235073247,7.650833573100018,17.88440147443843,-38.703422201859766,3.55,1.75,2771.0,6.0,54.49,3,2,Curveball,55.0
2679,FF,92.0,-2.99,5.82,,,,,9.0,L,R,S,0,0,-0.97,1.18,0.45,2.08,,,,2,1,10.72264496162098,-133.60723628965712,-6.220895312319331,-13.65941859055502,23.399858901745457,-16.865198574516697,3.55,1.75,2406.0,5.9,54.62,3,1,4-Seam Fastball,224.0
2680,FF,92.2,-3.1,5.68,,,,,6.0,R,R,X,1,0,-0.69,1.16,0.32,2.27,,,,1,1,10.100670263465124,-134.03456284808863,-5.421510886084291,-10.242028345641655,24.84209877678544,-17.119561874494075,3.32,1.63,2267.0,5.9,54.59,2,2,4-Seam Fastball,229.0
2681,FF,92.2,-3.24,5.59,,,,,11.0,R,R,B,0,0,-0.78,1.22,-1.2,3.44,,,,1,1,6.826401457662466,-134.2500022634186,-2.3465036047950365,-10.791679887554514,25.933188985268497,-16.99578845809719,3.32,1.63,2331.0,6.0,54.49,2,1,4-Seam Fastball,228.0
2682,CU,73.7,-3.16,5.84,,,,,8.0,L,R,X,0,2,1.25,-0.96,-0.05,2.17,,,,0,1,4.136200593157764,-107.25784453003732,1.4799052687328875,8.935061034388985,18.446690902071182,-40.049135793190345,3.53,1.62,2691.0,6.0,54.47,1,3,Curveball,51.0
2683,FF,92.1,-3.18,5.84,,,,,11.0,L,R,S,0,1,-0.83,1.31,-0.41,3.79,,,,0,1,8.752511519638578,-133.90347553043773,-2.238184732474945,-11.752988261246244,25.904695382618662,-16.07026616967142,3.53,1.62,2362.0,5.8,54.67,1,2,4-Seam Fastball,221.0
2684,FF,91.0,-3.15,5.8,,,,,4.0,L,R,S,0,0,-1.12,1.28,-0.34,2.42,,,,0,1,9.359833408285144,-132.17735461152668,-5.304342756148235,-15.031654454589331,25.17151219607964,-16.166697929575225,3.53,1.62,2255.0,5.9,54.57,1,1,4-Seam Fastball,223.0
2685,FF,95.4,-3.1,5.44,,,,,3.0,R,R,S,2,2,-0.77,1.25,0.68,2.83,656308.0,669743.0,,2,2,11.608230669833134,-138.5484795817702,-4.0746514295012695,-12.1659028863152,26.24512816466248,-15.280571231192573,3.32,1.51,2451.0,6.1,54.35,12,5,4-Seam Fastball,222.0
2686,SL,83.3,-3.28,5.22,,,,,1.0,R,R,S,2,1,0.21,0.09,-0.45,2.76,656308.0,669743.0,,2,2,6.077371101896602,-121.22537916397997,0.5786471053886268,0.9027079794991738,22.63251573156984,-31.58378730430961,3.32,1.51,2136.0,6.0,54.5,12,4,Slider,147.0
2687,CH,82.4,-3.23,5.39,,,,,11.0,R,R,B,1,1,-1.22,0.1,-1.26,2.69,656308.0,669743.0,,2,2,6.853315477025155,-119.96142153702996,0.1177862026932146,-13.01511172997178,20.68010704116149,-31.41419006017833,3.32,1.51,1367.0,6.3,54.18,12,3,Changeup,256.0
2688,FF,94.2,-3.16,5.47,,,,,3.0,R,R,S,1,0,-0.78,1.19,0.56,3.21,656308.0,669743.0,,2,2,11.331332316843833,-136.8362279770345,-2.871352516463761,-11.961523246847015,24.40064296193427,-16.663223334607686,3.32,1.51,2389.0,6.1,54.39,12,2,4-Seam Fastball,222.0
2689,FF,94.4,-3.15,5.52,,,,,12.0,R,R,B,0,0,-0.84,1.32,1.01,2.65,656308.0,669743.0,,2,2,12.624321995927613,-136.940115574882,-4.760463228108907,-13.03980351424723,25.29062567824633,-14.531707480121645,3.32,1.51,2398.0,6.2,54.27,12,1,4-Seam Fastball,219.0
2690,FF,95.1,-3.31,5.2,,,,,2.0,R,R,S,2,2,-0.79,1.31,0.03,3.2,656308.0,669743.0,,1,2,10.519057033909291,-138.1975977531977,-2.556615659817836,-12.337770857628117,27.48825054483964,-14.934718731752344,3.42,1.54,2458.0,6.2,54.31,11,6,4-Seam Fastball,225.0
2691,SL,83.3,-3.42,5.27,,,,,1.0,R,R,S,2,2,0.48,0.07,-0.31,3.17,656308.0,669743.0,,1,2,6.161504932304828,-121.1906996931358,1.4493079618817817,3.547145905348842,23.1631561906991,-31.94693126332376,3.42,1.54,2315.0,6.1,54.42,11,5,Slider,123.0
2693,FF,95.1,-3.32,5.31,,,,,6.0,R,R,S,1,1,-0.92,1.18,0.33,2.67,656308.0,669743.0,,1,2,11.544908817171972,-137.99281736930493,-3.893712550880912,-14.277474263623963,30.44140895145564,-16.375183705984174,3.42,1.54,2447.0,6.1,54.44,11,3,4-Seam Fastball,224.0
2694,FF,94.5,-3.22,5.32,,,,,9.0,R,R,B,0,1,-0.87,1.1,0.4,1.48,656308.0,669743.0,,1,2,11.286781696060393,-137.16188864605544,-6.775904672838745,-13.342615845027195,27.865398151642456,-16.86808006836926,3.42,1.54,2405.0,6.2,54.34,11,2,4-Seam Fastball,226.0
2695,SL,83.2,-3.27,5.44,,,,,2.0,R,R,S,0,0,0.31,0.04,0.0,2.88,656308.0,669743.0,,1,2,6.839894128411063,-121.10749618794182,0.4499889830683183,1.860954982894044,21.86352013775736,-32.0537871159189,3.42,1.54,2287.0,5.9,54.59,11,1,Slider,141.0
2696,FF,94.5,-3.2,5.45,,,,,1.0,L,R,S,1,2,-0.82,1.13,-0.56,3.29,656308.0,669743.0,,0,2,8.676908083549542,-137.39595611109863,-2.4530988370653195,-12.272687594246737,30.84985414785957,-17.48434179900617,3.47,1.59,2389.0,6.2,54.31,10,5,4-Seam Fastball,225.0
2697,CH,82.8,-3.17,5.41,,,,,5.0,L,R,S,1,2,-1.21,0.41,0.16,2.3,656308.0,669743.0,,0,2,9.926667575869638,-120.268379975682,-1.46260999338095,-13.49851145351102,20.3778666022172,-28.10350274698743,3.47,1.59,1537.0,6.3,54.16,10,4,Changeup,254.0
2698,CH,82.5,-3.3,5.42,,,,,13.0,L,R,B,0,2,-1.13,0.06,-1.67,2.41,656308.0,669743.0,,0,2,5.883696434239169,-120.05347021701152,-0.5359902723891854,-11.988657347940896,20.86553915944865,-31.67293126627133,3.47,1.59,1351.0,6.3,54.23,10,3,Changeup,254.0
2699,FF,93.8,-3.21,5.59,,,,,6.0,L,R,S,0,1,-0.87,1.29,0.72,2.64,656308.0,669743.0,,0,2,11.98750233874068,-136.20558199894825,-4.782478553772688,-13.21486273369809,26.609507058940004,-15.182243047369129,3.47,1.59,2373.0,6.0,54.48,10,2,4-Seam Fastball,222.0
2700,CU,74.5,-3.18,5.6,,,,,7.0,L,R,S,0,0,1.23,-0.86,-0.4,1.72,656308.0,669743.0,,0,2,3.528473852526135,-108.45816007743802,0.732116819334623,9.10815020758178,19.017576204521564,-39.317782402566166,3.47,1.59,2804.0,6.0,54.46,10,1,Curveball,60.0
2701,FF,94.2,-3.22,5.5,,,,,5.0,R,R,X,3,2,-0.95,1.32,-0.15,2.51,571431.0,,656308.0,0,2,10.060890228045876,-136.77134184244312,-4.953854718115243,-14.145624551349446,29.90912448636852,-14.69775986386592,3.34,1.63,2396.0,6.2,54.27,9,7,4-Seam Fastball,218.0
2703,CH,82.7,-3.31,5.41,,,,,13.0,R,R,B,2,2,-1.22,-0.11,-1.03,1.23,571431.0,,656308.0,0,2,7.573134716961399,-120.17213018624504,-2.7267369561961683,-13.37484838460256,25.198184456847816,-32.90956047544323,3.34,1.63,1366.0,6.2,54.27,9,5,Changeup,256.0
2704,FF,92.9,-3.33,5.42,,,,,5.0,R,R,S,2,1,-1.04,1.26,0.06,2.62,571431.0,,656308.0,0,2,10.90598154670919,-134.86839329934045,-4.108006190635861,-15.114775773355502,29.58861822610357,-16.02705082759521,3.34,1.63,2405.0,6.2,54.28,9,4,4-Seam Fastball,225.0
2705,FF,93.4,-3.36,5.29,,,,,11.0,R,R,B,1,1,-0.79,1.19,-0.96,2.89,571431.0,,656308.0,0,2,7.894554607477496,-135.85294002340586,-3.040216139729065,-11.56773943125934,29.947951641618605,-16.976490536121776,3.34,1.63,2534.0,6.1,54.38,9,3,4-Seam Fastball,225.0
2706,FF,92.3,-3.32,5.38,,,,,5.0,R,R,S,1,0,-0.92,1.29,0.01,2.31,571431.0,,656308.0,0,2,10.415477880141214,-134.02609671713924,-4.756422447970682,-13.30886454235351,29.05284031497411,-15.802070616149756,3.34,1.63,2367.0,6.2,54.34,9,2,4-Seam Fastball,222.0
2708,SL,84.1,-3.38,5.33,,,,,8.0,R,R,X,1,0,0.02,0.2,-0.24,1.86,,,571431.0,0,2,7.223796139792055,-122.33589198261744,-2.0749410685331102,-1.2153610425970476,23.19946651666205,-29.92614348845445,3.35,1.54,2487.0,6.1,54.39,8,2,Slider,143.0
2710,FF,92.3,-3.21,5.63,,,,,1.0,L,R,X,1,1,-1.02,1.21,-0.43,3.2,,,,0,2,9.24741505500207,-134.05799554564018,-2.953017339895336,-14.344133873981477,30.02208695646908,-17.147178021592232,3.56,1.7,2484.0,6.1,54.4,7,3,4-Seam Fastball,222.0
2711,CU,73.5,-3.12,5.75,,,,,9.0,L,R,S,1,0,1.44,-0.85,0.62,1.89,,,,0,2,5.035219423555672,-106.84086620491752,1.061284083754651,9.951078851350166,20.924865541879026,-39.06346695410636,3.56,1.7,2905.0,6.1,54.44,7,2,Curveball,53.0
2712,FF,91.8,-3.19,5.73,,,,,11.0,L,R,B,0,0,-0.86,1.17,-1.79,3.45,,,,0,2,5.389141403327369,-133.59879825937128,-2.4331926859758286,-11.512338800986386,28.686303485663284,-17.831845617896583,3.56,1.7,2394.0,6.0,54.54,7,1,4-Seam Fastball,223.0
2714,FF,94.8,-3.22,5.52,,,,,1.0,R,R,S,0,1,-0.82,1.04,-0.73,3.47,,,,2,1,8.311531707701056,-137.88636068489302,-2.054021433708942,-12.169837159363604,27.09205529156131,-18.57497089834126,3.61,1.71,2400.0,6.1,54.43,3,2,4-Seam Fastball,226.0
2715,FF,93.0,-3.19,5.56,,,,,5.0,R,R,S,0,0,-0.9,1.18,-0.09,2.34,,,,2,1,9.855805792275872,-135.0961521393723,-5.0448195459557565,-13.105942644899118,27.59171296451058,-16.747545800286044,3.61,1.71,2343.0,6.0,54.49,3,1,4-Seam Fastball,227.0
2716,FF,94.0,-3.16,5.56,,,,,12.0,L,R,X,2,2,-0.78,1.18,0.94,3.33,,,,1,1,12.294982291818032,-136.4323711820243,-2.6648364520760746,-12.307941736228878,28.75098697039879,-17.038901212225902,3.54,1.74,2347.0,6.2,54.32,2,5,4-Seam Fastball,224.0
2717,CU,73.4,-3.11,5.7,,,,,8.0,L,R,S,2,1,1.5,-1.02,0.16,1.71,,,,1,1,4.022865319486473,-106.84149900950496,1.0621580097206167,10.601653686846085,20.362506852591725,-40.338665923765134,3.54,1.74,2840.0,6.2,54.3,2,4,Curveball,53.0
2718,FF,94.1,-3.25,5.58,,,,,11.0,L,R,B,1,1,-0.75,1.15,-1.0,3.68,,,,1,1,7.462430252561263,-136.8640625628677,-1.7532605370091063,-11.097501326558636,29.7791313454502,-17.493118838678246,3.54,1.74,2394.0,6.1,54.44,2,3,4-Seam Fastball,226.0
2719,FF,92.8,-3.34,5.75,,,,,11.0,L,R,B,0,1,-0.77,1.2,-1.29,4.45,,,,1,1,6.879283117652362,-135.09268098484245,-0.1778842133406299,-10.830960811200834,27.93125859010464,-17.585670844789767,3.54,1.74,2351.0,6.0,54.51,2,2,4-Seam Fastball,223.0
2721,FF,93.4,-3.26,5.46,,,,,4.0,L,R,S,1,2,-1.03,1.26,-0.66,2.4,,,,0,1,8.935872541859142,-135.75619266552934,-4.922876543884609,-14.661988779736667,28.270285887090548,-15.68901598960804,3.53,1.62,2362.0,6.2,54.31,1,7,4-Seam Fastball,221.0
2722,CU,73.5,-3.12,5.84,,,,,9.0,L,R,S,1,2,1.62,-0.93,0.49,1.79,,,,0,1,4.49594873377047,-106.8882987846588,0.8235566904624982,11.413697826675593,20.82447356287289,-39.63966454797432,3.53,1.62,2931.0,6.2,54.32,1,6,Curveball,51.0
2723,FF,93.5,-3.21,5.69,,,,,11.0,L,R,B,0,2,-0.97,1.33,-1.9,3.63,,,,0,1,5.470677339216455,-136.11684454128192,-2.478299800311747,-13.219219584158768,30.97341082320781,-15.379747656937532,3.53,1.62,2464.0,6.0,54.51,1,5,4-Seam Fastball,227.0
2724,FF,93.4,-3.11,5.65,,,,,12.0,L,R,S,0,2,-0.82,1.47,1.01,2.64,,,,0,1,12.317309837475571,-135.38639205862216,-5.137566490552228,-12.850656713285357,31.25122125232452,-13.065712736180089,3.53,1.62,2492.0,6.1,54.37,1,4,4-Seam Fastball,224.0
2726,FF,93.0,-3.33,5.63,,,,,3.0,L,R,S,0,1,-0.84,1.49,0.69,2.99,,,,0,1,12.059267214228887,-134.86011587141647,-4.187548665044109,-12.893548888805595,30.189818306099685,-13.201583028266295,3.53,1.62,2507.0,6.1,54.43,1,2,4-Seam Fastball,224.0
2727,FF,91.8,-3.22,5.62,,,,,7.0,L,R,S,0,0,-1.15,1.35,-0.39,1.96,,,,0,1,9.576812875974008,-133.24801785052065,-6.264142917565319,-15.85489406203559,29.73544747061265,-14.840334661512596,3.53,1.62,2472.0,6.0,54.48,1,1,4-Seam Fastball,222.0
2728,FF,94.4,-2.98,5.62,,,,,4.0,R,R,X,0,0,-0.93,1.44,-0.78,2.44,,,,2,5,7.716288631107348,-137.09980711036482,-5.678249627193614,-13.477955083571226,32.59282331101211,-13.002270297190044,3.63,1.63,2277.0,6.0,54.54,36,1,4-Seam Fastball,222.0
2729,FF,92.5,-3.02,5.42,,,,,4.0,L,R,X,3,1,-0.74,1.28,-0.29,2.56,,,,1,5,8.57344342525977,-134.24654444832186,-4.1501253064683805,-11.091303041783238,35.04600742702521,-16.107967920438465,3.09,1.48,2221.0,6.3,54.16,35,5,4-Seam Fastball,229.0
2731,CU,73.2,-2.99,5.62,,,,,11.0,L,R,B,1,1,1.53,-1.0,-1.49,3.21,,,,1,5,0.3932911736170688,-106.36522505702942,4.408197153232345,11.276526373716278,23.13984767946442,-40.81143575154908,3.07,1.48,2618.0,6.2,54.26,35,3,Curveball,61.0
2733,FF,92.6,-2.92,5.66,,,,,5.0,L,R,S,0,0,-0.64,1.64,-0.17,2.56,,,,1,5,8.371697040913787,-134.32513782280697,-5.52030290361999,-9.780749726461435,35.28686848534437,-11.341163786063126,3.12,1.48,2242.0,6.1,54.37,35,1,4-Seam Fastball,224.0
2734,FC,89.1,-3.15,5.35,,,,,6.0,L,R,X,0,0,0.05,0.77,0.56,2.43,673490.0,543592.0,,1,5,8.957702902291588,-129.3786156872968,-2.683381907120945,-1.385145486854205,28.41104291258788,-23.167956336030013,3.35,1.58,2413.0,6.2,54.35,34,1,Cutter,216.0
2735,FF,93.0,-3.11,5.39,,,,,5.0,R,R,X,0,0,-1.11,1.41,0.16,2.55,,,673490.0,1,5,10.77939938686711,-134.8372651519102,-4.471529608059885,-16.114441295769375,33.852871567668195,-14.224415506049766,3.42,1.55,2446.0,6.2,54.27,33,1,4-Seam Fastball,226.0
2736,CH,81.7,-3.11,5.38,,,,,7.0,L,R,X,2,1,-1.08,-0.05,-0.41,2.14,,,673490.0,0,5,8.183080598419401,-118.6952327989492,-0.5829880521021336,-11.76857533028001,23.5599827045396,-32.751532186450014,3.51,1.71,1152.0,6.5,54.0,32,4,Changeup,250.0
2737,FF,93.3,-2.96,5.56,,,,,11.0,L,R,B,1,1,-0.85,1.47,-1.54,3.4,,,673490.0,0,5,5.507523080378372,-135.68531573587643,-2.963738666950116,-11.738959053269706,32.90851633900194,-13.679867050144871,3.75,1.75,2418.0,6.2,54.31,32,3,4-Seam Fastball,223.0
2738,FC,87.9,-3.1,5.39,,,,,1.0,L,R,S,1,0,0.35,0.77,-0.33,3.25,,,673490.0,0,5,5.987709206046295,-127.87444082023536,-0.6313781668816045,2.401599556916534,29.09214437432572,-23.8410702498774,3.65,1.86,2448.0,6.2,54.27,32,2,Cutter,202.0
