,pitch_type,release_speed,release_pos_x,release_pos_z,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis
36,FF,94.8,-3.03,5.58,,,,,5.0,R,R,X,1,0,-0.97,1.05,0.08,2.93,,,543807.0,1,3,10.209219369184956,-137.5209073107357,-3.501878189868991,-14.6873136751019,33.7894374111596,-18.331437543337337,3.74,1.75,2333.0,6.1,54.35,21,2,4-Seam Fastball,226.0
37,FF,94.5,-3.03,5.72,,,,,13.0,R,R,B,0,0,-0.85,1.31,-1.17,2.6,,,543807.0,1,3,6.740450737250491,-137.33681877309945,-5.239858281992464,-12.405526183903469,34.51714206609421,-14.676954513257916,3.62,1.7,2389.0,6.2,54.29,21,1,4-Seam Fastball,221.0
39,CH,84.5,-3.22,5.46,,,,,8.0,R,R,S,1,2,-1.01,0.55,0.06,2.17,,,,1,3,9.644466442704116,-122.5745062360462,-2.30766490836561,-12.172017205707206,26.21970096959962,-26.387196032912424,3.68,1.68,1310.0,6.4,54.06,20,4,Changeup,247.0
40,FF,94.7,-3.1,5.58,,,,,7.0,R,R,S,1,1,-0.98,1.43,-0.31,2.16,,,,1,3,9.415404573075792,-137.28384803197412,-6.235751477896581,-14.793275045955552,37.89693632191048,-12.960953598311152,3.68,1.73,2427.0,6.2,54.3,20,3,4-Seam Fastball,225.0
42,SL,85.8,-3.22,5.44,,,,,4.0,R,R,S,0,0,0.15,0.23,-0.49,2.93,,,,1,3,6.134771971718434,-124.74720909072644,-0.0854821606402729,0.1856283159922804,27.04221383739254,-30.023333780293832,3.68,1.68,2343.0,6.2,54.35,20,1,Slider,145.0
43,CH,84.2,-3.16,5.51,,,,,11.0,L,R,X,1,2,-1.31,0.24,-1.5,2.42,,,,0,3,6.430003246421174,-122.42924032127232,-1.1833991000855622,-14.476265981123712,26.76761806755068,-29.79364312842772,3.11,1.49,1435.0,6.1,54.36,19,4,Changeup,250.0
45,FF,93.4,-3.08,5.66,,,,,3.0,L,R,S,0,1,-0.72,1.48,0.55,2.8,,,,0,3,10.860072871506263,-135.58859271540226,-4.798998047544343,-11.272283286945624,30.404356598246054,-13.05582751634064,3.11,1.49,2365.0,6.1,54.45,19,2,4-Seam Fastball,220.0
46,FF,93.4,-3.1,5.66,,,,,11.0,L,R,S,0,0,-1.0,1.31,-0.11,3.49,,,,0,3,9.81698310880895,-135.6387352315251,-2.6425573129755984,-14.569098662751877,31.557759823169743,-15.680833811868553,3.29,1.52,2412.0,6.0,54.52,19,1,4-Seam Fastball,224.0
47,CU,75.0,-2.96,5.71,,,,,7.0,L,R,X,1,1,1.14,-0.9,-0.3,1.82,,624415.0,662139.0,2,2,3.527776196375386,-109.06065379663876,0.8322210455995149,8.32360961670789,21.1648839301416,-39.72016670354706,3.44,1.67,2803.0,6.9,53.6,15,3,Curveball,52.0
48,FC,89.5,-3.16,5.43,,,,,3.0,L,R,B,0,1,0.09,0.26,0.62,3.52,,624415.0,662139.0,2,2,9.079367036315578,-130.04905411679394,0.7312529822674324,-0.8911114062986094,27.141785665553265,-29.559671746125456,3.44,1.7,2451.0,6.1,54.37,15,2,Cutter,200.0
49,CU,74.6,-3.06,5.72,,,,,2.0,L,R,S,0,0,1.27,-0.72,-0.25,3.06,,624415.0,662139.0,2,2,3.524080694021749,-108.52848666849113,3.028779006282157,9.375321681769178,19.834638467388427,-38.62563530019826,3.44,1.67,2719.0,6.2,54.28,15,1,Curveball,60.0
50,CH,84.2,-3.12,5.51,,,,,13.0,L,R,B,3,1,-0.99,0.51,-0.4,1.06,,624415.0,,2,2,8.281201764645118,-122.38281303550724,-5.025003641561761,-11.543966377028232,21.910776102041808,-26.21895006488546,3.44,1.55,1304.0,6.4,54.13,14,5,Changeup,250.0
51,FC,88.8,-3.14,5.45,,,,,3.0,L,R,B,2,1,0.21,0.42,0.78,2.95,,624415.0,,2,2,9.131793916525062,-129.1488482914321,-0.9573709550268376,0.5908237151303589,25.34301867984568,-27.500804462241792,3.38,1.46,2381.0,6.2,54.28,14,4,Cutter,190.0
53,FF,94.7,-3.02,5.68,,,,,12.0,L,R,S,1,0,-0.54,1.24,0.4,3.54,,624415.0,,2,2,10.076058289458553,-137.52539937880775,-2.641377794380809,-9.055704330143175,31.03363176053903,-16.069434925819333,3.27,1.46,2421.0,6.1,54.35,14,2,4-Seam Fastball,220.0
55,FF,94.0,-2.97,5.72,,,,,4.0,L,R,X,1,1,-0.67,1.38,-0.33,2.32,,,,2,2,8.273720314313394,-136.53823547167025,-6.080996459594329,-10.322239242737712,31.505749595207675,-13.698767287946849,3.36,1.52,2401.0,6.1,54.42,13,3,4-Seam Fastball,217.0
56,FC,88.4,-3.12,5.58,,,,,12.0,L,R,B,0,1,0.22,0.36,1.01,2.7,,,,2,2,9.567152431751564,-128.48790689748134,-1.7070270101988825,0.5756316547455346,25.668402602576595,-28.05561618726608,3.36,1.55,2344.0,6.2,54.29,13,2,Cutter,197.0
57,FF,93.5,-2.98,5.76,,,,,1.0,L,R,S,0,0,-0.64,1.36,-0.37,2.86,,,,2,2,8.101913149327537,-135.8825636028633,-4.683936507124944,-9.779179532940391,30.31815818759033,-14.422703335327313,3.36,1.57,2367.0,6.1,54.41,13,1,4-Seam Fastball,219.0
58,CH,83.2,-3.08,5.54,,,,,4.0,R,R,S,1,2,-1.14,0.46,-0.46,2.07,,,,1,2,8.229168886562869,-120.93747329757058,-2.389802363185249,-12.7589452189756,23.284697977058457,-27.43613094478096,2.9,1.41,1293.0,6.4,54.15,12,4,Changeup,248.0
60,FF,93.3,-3.14,5.68,,,,,6.0,R,R,S,0,1,-0.94,1.23,0.71,2.17,,,,1,2,11.84650577295088,-135.15066147250712,-5.845525560870897,-14.282992307888076,32.6386334159347,-15.8950967634222,3.02,1.43,2373.0,6.0,54.52,12,2,4-Seam Fastball,224.0
61,FF,93.4,-2.94,5.84,,,,,2.0,R,R,S,0,0,-0.82,1.29,0.13,2.92,,,,1,2,9.658779637642304,-135.62067108540415,-4.517075467501115,-12.313357495682222,32.05872122018319,-15.494808942316848,3.15,1.46,2369.0,6.1,54.38,12,1,4-Seam Fastball,218.0
62,FF,93.7,-3.04,5.7,,,,,4.0,L,R,X,0,0,-0.8,1.35,-0.82,2.75,,,,0,2,7.450912310207768,-136.16898619793318,-4.807836305549103,-11.630375279021091,30.91294078153834,-14.573900560529056,3.51,1.68,2327.0,6.0,54.5,11,1,4-Seam Fastball,219.0
63,FF,94.3,-3.15,5.6,,,,,4.0,R,R,X,1,1,-0.81,1.24,-0.38,2.53,,,,2,1,8.942615287513192,-136.95614170402985,-4.975871849771164,-12.203709174827368,31.434439579201577,-15.661968764228558,3.67,1.68,2344.0,6.1,54.43,7,3,4-Seam Fastball,217.0
64,CU,74.8,-2.99,5.79,,,,,13.0,R,R,S,1,0,1.26,-0.91,-0.93,2.33,,,,2,1,2.0259230979426706,-108.86703337876264,1.7180967980556483,9.543980833014867,21.08166175113462,-39.892459874862624,3.49,1.52,2733.0,6.3,54.18,7,2,Curveball,56.0
66,SL,85.9,-3.17,5.52,,,,,9.0,R,R,X,0,1,0.47,0.26,0.7,1.92,,,,1,1,8.177385132176457,-124.92574198767107,-2.756497724957393,3.211200172041321,25.767322124421938,-29.08784956008224,3.74,1.75,2230.0,6.1,54.38,6,2,Slider,173.0
67,FF,93.2,-2.97,5.79,,,,,7.0,R,R,S,0,0,-1.05,1.17,-0.35,2.28,,,,1,1,8.978783136659533,-135.33724163377602,-5.734821159207118,-14.934708605413007,31.689067229458733,-16.72145753813474,3.74,1.75,2313.0,6.1,54.39,6,1,4-Seam Fastball,219.0
68,FF,93.7,-3.14,5.63,,,,,5.0,R,R,X,3,1,-1.03,1.37,0.04,2.55,,,,0,1,10.42865685305962,-135.94267340422445,-5.170194287250285,-15.05395083339431,30.514652162032924,-14.190687890588949,3.68,1.68,2407.0,6.1,54.41,5,5,4-Seam Fastball,227.0
70,FF,93.5,-3.05,5.66,,,,,8.0,R,R,S,2,0,-1.03,1.28,0.24,1.95,,,,0,1,10.679348959591463,-135.56431048387105,-6.532154293902627,-15.12065967745191,31.49418046933236,-15.050510186507166,3.68,1.73,2411.0,6.2,54.34,5,3,4-Seam Fastball,222.0
74,FF,93.6,-3.01,5.62,,,,,2.0,R,R,S,1,2,-0.9,1.23,-0.26,3.09,,,643289.0,2,3,9.060112647654591,-136.04745504714953,-3.48584286206842,-13.13178714849588,29.563819757696784,-16.29173916908292,3.06,1.43,2246.0,6.3,54.19,26,4,4-Seam Fastball,220.0
75,SL,83.0,-3.16,5.36,,,,,8.0,R,R,S,1,1,0.38,0.12,0.15,1.5,,,643289.0,2,3,6.774499123264563,-120.68624539136636,-2.5641289776193545,2.363550835870486,24.424288811690342,-30.72505394410358,3.06,1.43,2029.0,6.1,54.39,26,3,Slider,118.0
76,SL,84.1,-3.28,5.38,,,,,9.0,R,R,S,1,0,0.33,0.05,0.39,1.89,,,643289.0,2,3,7.776569624236941,-122.33793078125854,-1.781457167876523,1.8560244269810284,23.737075441130315,-31.57945023716679,3.06,1.43,2205.0,6.0,54.5,26,2,Slider,153.0
78,CU,73.1,-3.04,5.61,,,,,13.0,R,R,S,1,2,1.17,-0.93,-0.79,0.51,,,,2,3,2.5228911462936843,-106.36688166757575,-1.2794311514103534,8.346134895284647,19.638243921922847,-39.16098958570609,3.26,1.55,2613.0,6.3,54.23,25,4,Curveball,58.0
79,SL,84.5,-3.03,5.6,,,,,8.0,R,R,S,1,1,0.48,0.11,0.23,1.69,,,,2,3,6.582914388140323,-122.88428688291354,-2.916845466235394,3.4386695667946072,25.79105096199913,-30.675170851487074,3.26,1.55,2061.0,6.0,54.52,25,3,Slider,158.0
80,FF,94.1,-3.03,5.59,,,,,6.0,R,R,S,1,0,-0.49,1.43,0.31,2.32,,,,2,3,9.70879118303373,-136.67580080637995,-5.89007661648691,-8.251192980701216,30.20953784597377,-13.120505998277494,3.26,1.55,2267.0,6.2,54.34,25,2,4-Seam Fastball,224.0
81,FF,93.0,-2.98,5.55,,,,,12.0,R,R,B,0,0,-0.38,1.37,1.5,3.0,,,,2,3,12.276864017090944,-134.87942499003887,-3.722366451873257,-7.348440401484818,29.60456313448836,-14.843615807575956,3.3,1.7,2190.0,6.3,54.24,25,1,4-Seam Fastball,222.0
82,FC,88.5,-3.28,5.4,,,,,7.0,L,R,X,0,2,0.24,0.51,-0.62,1.91,,,,1,3,5.969156057543325,-128.84925379194536,-3.524324432269545,1.508744940758749,25.745467705339845,-26.017006570890423,3.3,1.49,2183.0,6.1,54.37,24,4,Cutter,203.0
83,FF,93.7,-3.07,5.6,,,,,1.0,L,R,S,0,2,-0.8,1.37,-0.48,3.4,,,,1,3,8.392765327095493,-136.21370341725003,-2.933227745292492,-11.81757879877809,30.061855759076508,-14.646097348769745,3.3,1.49,2234.0,6.0,54.49,24,3,4-Seam Fastball,219.0
84,FF,93.6,-3.08,5.67,,,,,2.0,L,R,S,0,1,-0.8,1.49,0.0,3.16,,,,1,3,9.672388476005874,-136.00323908702438,-3.976506160846268,-12.150210631399451,30.7715341368496,-13.00580317557664,3.3,1.49,2254.0,6.1,54.37,24,2,4-Seam Fastball,223.0
85,FF,93.6,-2.92,5.66,,,,,2.0,L,R,S,0,0,-0.74,1.48,0.07,2.77,,,,1,3,9.276754939965183,-136.0212334613141,-4.9578672170125655,-11.201796028976045,29.99869117790102,-12.891705190447167,3.25,1.4,2287.0,6.0,54.46,24,1,4-Seam Fastball,220.0
86,SL,84.4,-3.08,5.45,,,,,4.0,R,R,X,1,1,0.26,0.16,-0.48,2.73,665161.0,670541.0,663656.0,1,3,5.492207072678801,-122.80835644808876,-0.2841834988088952,1.544910896073525,25.1293688033959,-30.70345423668005,3.35,1.53,2158.0,6.1,54.41,23,3,Slider,142.0
87,FF,94.1,-3.11,5.56,,,,,1.0,R,R,S,1,0,-0.65,1.38,-0.35,3.43,665161.0,670541.0,663656.0,1,3,8.592506758059256,-136.88723166116563,-2.866234057306896,-10.042509353025457,29.422572093606,-14.386459972810702,3.35,1.53,2246.0,6.2,54.26,23,2,4-Seam Fastball,225.0
89,CH,83.1,-3.04,5.33,,,,,13.0,L,R,B,3,1,-1.22,-0.09,-1.17,2.53,665161.0,,670541.0,1,3,6.66190013586437,-120.88051512826289,0.2346654804100483,-13.252605567460812,24.291289682141656,-33.31691782471662,3.6,1.71,1353.0,6.4,54.14,22,5,Changeup,250.0
90,FF,94.1,-3.06,5.55,,,,,1.0,L,R,S,3,0,-0.7,1.33,-0.52,3.16,665161.0,,670541.0,1,3,8.088797302566237,-136.74465628336665,-3.3768987368356163,-10.603200803759998,32.73359301539106,-15.009343714483643,3.55,1.67,2293.0,6.1,54.37,22,4,4-Seam Fastball,219.0
91,FF,94.5,-2.97,5.68,,,,,11.0,L,R,B,2,0,-0.63,1.33,-0.69,4.24,665161.0,,670541.0,1,3,7.331122631493656,-137.45954853153955,-0.9902564302483868,-9.6245504578431,32.60212920828346,-15.422501143163768,3.72,1.72,2207.0,6.2,54.29,22,3,4-Seam Fastball,218.0
92,FC,88.3,-3.22,5.33,,,,,11.0,L,R,B,1,0,0.25,0.64,-0.24,4.09,665161.0,,670541.0,1,3,6.713974098613988,-128.491663002311,1.701923990304693,1.3578044198415686,26.249949140066025,-25.642947585612983,3.76,1.8,2335.0,6.1,54.42,22,2,Cutter,198.0
93,CU,75.8,-3.03,5.58,,,,,13.0,L,R,B,0,0,1.04,-0.82,-1.38,2.11,665161.0,,670541.0,1,3,1.587320542714025,-110.35878246313158,1.3927109053778346,8.136462200046333,22.19142404050493,-39.36971193752159,3.68,1.76,2717.0,6.4,54.12,22,1,Curveball,60.0
94,FF,93.8,-2.99,5.51,,,,,3.0,R,R,X,0,1,-0.89,1.29,0.31,3.0,,665161.0,670541.0,0,3,10.450930148088132,-136.11675039186045,-3.531307972810272,-13.471107356926412,32.51520985812302,-15.60073467112598,3.05,1.45,2377.0,6.3,54.22,21,2,4-Seam Fastball,226.0
95,CU,76.3,-3.06,5.56,,,,,4.0,R,R,S,0,0,1.31,-0.71,-0.36,2.09,,665161.0,670541.0,0,3,3.3338263531791577,-111.10909011264437,1.0551673783834026,10.204306608791914,20.603794266927743,-38.4395022095397,3.05,1.45,2715.0,6.4,54.08,21,1,Curveball,59.0
97,FC,88.6,-3.21,5.34,,,,,12.0,L,R,B,2,1,0.34,0.46,0.12,4.23,,,665161.0,0,3,7.386460064483283,-128.9225954845179,2.3583107703268062,2.384243344992951,25.042101891918914,-27.71457336039681,3.59,1.83,2374.0,6.1,54.37,20,4,Cutter,198.0
98,CU,76.2,-3.01,5.59,,,,,1.0,L,R,S,2,0,1.4,-0.67,-0.46,3.22,,,665161.0,0,3,2.8575857718781643,-110.9092099078477,3.334600927104252,10.977680696476792,20.78479774621937,-38.553595722966605,3.59,1.78,2730.0,6.4,54.09,20,3,Curveball,56.0
99,FC,89.1,-3.15,5.46,,,,,12.0,L,R,B,1,0,0.1,0.75,0.66,3.87,,,665161.0,0,3,9.081010511379745,-129.5984442771146,0.4677913548260708,-0.5509053716656435,23.78337052349635,-23.89255814699176,3.63,1.78,2370.0,5.9,54.57,20,2,Cutter,190.0
100,CU,75.1,-3.08,5.58,,,,,1.0,L,R,B,0,0,1.22,-0.58,-0.77,3.76,,,665161.0,0,3,2.6308873280576,-109.20126953737854,4.409643661260896,9.262125690321286,19.247793132788303,-37.81441018705781,3.67,1.78,2617.0,6.3,54.24,20,1,Curveball,60.0
101,FF,93.3,-3.03,5.65,,,,,7.0,R,R,X,3,1,-0.94,1.39,-0.49,1.96,,,,0,3,8.574174315259409,-135.43929402045967,-6.727668722718885,-13.528266402399137,31.309061960107805,-13.723041371816317,3.62,1.74,2391.0,6.1,54.39,19,5,4-Seam Fastball,221.0
103,FF,93.6,-3.0,5.62,,,,,13.0,R,R,B,1,1,-1.01,1.35,-1.16,2.24,,,,0,3,6.949344561440516,-136.01400182329272,-5.896700414442088,-14.059128304981598,31.394428960458807,-14.359043324193289,3.74,1.9,2438.0,6.2,54.33,19,3,4-Seam Fastball,220.0
106,CU,75.6,-3.03,5.64,,,,,9.0,R,R,X,0,0,1.04,-0.33,0.65,1.73,,,455117.0,2,2,5.813433235020594,-109.94800799139789,-0.3648185034298967,7.288444875924436,21.313395654324005,-35.02021340211533,2.9,1.28,2560.0,6.5,54.01,15,1,Curveball,53.0
107,FF,93.5,-3.03,5.71,,,,,4.0,R,R,X,0,1,-0.92,1.33,-0.5,2.38,,,,2,2,8.472623777650421,-135.8171256794803,-5.701833387241145,-13.195919815285547,29.996054869720982,-14.652918950795774,3.06,1.43,2294.0,5.9,54.55,14,2,4-Seam Fastball,224.0
108,FF,94.0,-2.99,5.72,,,,,2.0,R,R,S,0,0,-0.91,1.38,-0.13,2.94,,,,2,2,9.366593512643332,-136.47412245131844,-4.505996016871175,-13.47143009462535,30.862245192768384,-14.078216274075684,3.31,1.68,2341.0,6.2,54.34,14,1,4-Seam Fastball,226.0
109,SL,84.7,-3.26,5.48,,,,,8.0,R,R,X,0,1,0.34,0.57,0.05,1.74,,,,1,2,7.044828010830958,-123.1920560669276,-3.491317214961948,1.9225796187371376,25.819007694939167,-25.87467360417596,3.26,1.55,2232.0,6.1,54.4,13,2,Slider,201.0
110,FF,92.9,-3.15,5.6,,,,,1.0,R,R,S,0,0,-0.97,1.25,-0.52,2.88,,,,1,2,8.809674852118585,-134.9819925079481,-3.863394945050416,-13.873444349262837,30.755764415077696,-16.28582818883635,3.26,1.55,2302.0,6.1,54.44,13,1,4-Seam Fastball,226.0
111,CU,76.9,-2.99,5.73,,,,,6.0,L,R,X,1,1,0.99,-0.35,0.52,2.34,,,,1,2,5.625346280150655,-111.93049697854576,0.4145771055772944,7.287774426127324,20.50810544255833,-35.39840172586365,3.3,1.49,2685.0,6.0,54.45,12,3,Curveball,56.0
112,FF,93.5,-3.0,5.68,,,,,8.0,L,R,S,1,0,-1.19,1.25,-0.11,1.7,,,,1,2,9.96695386493064,-135.651031112712,-7.19636723031765,-16.863823660448546,28.53108038355772,-15.327797054333391,3.24,1.44,2434.0,6.0,54.49,12,2,4-Seam Fastball,224.0
113,FF,92.5,-2.95,5.71,,,,,13.0,L,R,B,0,0,-1.2,1.34,-0.43,1.1,,,,1,2,8.97209715052124,-134.1757705803117,-8.803561061911369,-16.352480438610826,27.9782349565336,-14.247858857431256,3.25,1.4,2381.0,6.0,54.46,12,1,4-Seam Fastball,226.0
114,SL,85.4,-3.15,5.58,,,,,5.0,R,R,X,0,0,0.31,0.23,-0.13,2.54,,,,0,2,6.445181849637405,-124.23559551642136,-1.3166624997799543,1.870524672987808,25.470108771319985,-29.747424922585395,3.35,1.53,2135.0,5.9,54.62,11,1,Slider,190.0
